Year,Month,Day,Hour,Minute,DHI,Clearsky DNI,Clearsky GHI,Clearsky DHI,GHI,DNI
2022,3,5,5,0,0,0,0,0,0,0
2022,3,5,5,30,0,0,0,0,0,0
2022,3,5,6,0,0,0,0,0,0,0
2022,3,5,6,30,0,0,0,0,0,0
2022,3,5,7,0,0,0,0,0,0,0
2022,3,5,7,30,0,0,0,0,0,0
2022,3,5,8,0,0,0,0,0,0,0
2022,3,5,8,30,0,0,0,0,0,0
2022,3,5,9,0,0,0,0,0,0,0
2022,3,5,9,30,0,0,0,0,0,0
2022,3,5,10,0,0,0,0,0,0,0
2022,3,5,10,30,0,0,0,0,0,0
2022,3,5,11,0,0,0,0,0,0,0
2022,3,5,11,30,0,0,0,0,0,0
2022,3,5,12,0,0,0,0,0,0,0
2022,3,5,12,30,0,0,0,0,0,0
2022,3,5,13,0,0,0,0,0,0,0
2022,3,5,13,30,0,0,0,0,0,0
2022,3,5,14,0,0,0,0,0,0,0
2022,3,5,14,30,15,318,54,28,15,0
2022,3,5,15,0,97,582,153,48,125,154
2022,3,5,15,30,127,720,261,60,211,302
2022,3,5,16,0,133,837,376,66,361,615
2022,3,5,16,30,72,894,480,72,480,894
2022,3,5,17,0,228,954,583,75,579,659
2022,3,5,17,30,79,971,660,79,660,971
2022,3,5,18,0,81,993,730,81,730,993
2022,3,5,18,30,83,1007,784,83,784,1007
2022,3,5,19,0,86,1004,815,86,815,1004
2022,3,5,19,30,87,1009,836,87,836,1009
2022,3,5,20,0,91,996,833,91,833,996
2022,3,5,20,30,91,992,818,91,818,992
2022,3,5,21,0,95,974,785,95,785,974
2022,3,5,21,30,92,961,737,92,737,961
2022,3,5,22,0,92,936,673,92,673,936
2022,3,5,22,30,172,909,595,87,591,749
2022,3,5,23,0,225,869,505,83,389,338
2022,3,5,23,30,206,816,406,76,228,53
2022,3,6,0,0,148,738,299,67,249,318
2022,3,6,0,30,115,621,190,54,137,102
2022,3,6,1,0,37,433,88,37,88,433
2022,3,6,1,30,11,95,13,11,13,95
2022,3,6,2,0,0,0,0,0,0,0
2022,3,6,2,30,0,0,0,0,0,0
2022,3,6,3,0,0,0,0,0,0,0
2022,3,6,3,30,0,0,0,0,0,0
2022,3,6,4,0,0,0,0,0,0,0
2022,3,6,4,30,0,0,0,0,0,0
2022,3,6,5,0,0,0,0,0,0,0
2022,3,6,5,30,0,0,0,0,0,0
2022,3,6,6,0,0,0,0,0,0,0
2022,3,6,6,30,0,0,0,0,0,0
2022,3,6,7,0,0,0,0,0,0,0
2022,3,6,7,30,0,0,0,0,0,0
2022,3,6,8,0,0,0,0,0,0,0
2022,3,6,8,30,0,0,0,0,0,0
2022,3,6,9,0,0,0,0,0,0,0
2022,3,6,9,30,0,0,0,0,0,0
2022,3,6,10,0,0,0,0,0,0,0
2022,3,6,10,30,0,0,0,0,0,0
2022,3,6,11,0,0,0,0,0,0,0
2022,3,6,11,30,0,0,0,0,0,0
2022,3,6,12,0,0,0,0,0,0,0
2022,3,6,12,30,0,0,0,0,0,0
2022,3,6,13,0,0,0,0,0,0,0
2022,3,6,13,30,0,0,0,0,0,0
2022,3,6,14,0,0,0,0,0,0,0
2022,3,6,14,30,27,357,58,27,58,357
2022,3,6,15,0,46,576,153,46,153,576
2022,3,6,15,30,58,708,259,58,259,708
2022,3,6,16,0,175,793,366,68,340,441
2022,3,6,16,30,269,851,467,75,346,166
2022,3,6,17,0,80,894,560,80,560,894
2022,3,6,17,30,84,924,642,84,642,924
2022,3,6,18,0,98,921,705,98,705,921
2022,3,6,18,30,101,942,761,101,761,942
2022,3,6,19,0,104,951,798,104,798,951
2022,3,6,19,30,105,957,819,105,819,957
2022,3,6,20,0,105,957,822,105,822,957
2022,3,6,20,30,104,953,808,104,808,953
2022,3,6,21,0,264,952,778,100,650,541
2022,3,6,21,30,97,943,734,97,734,943
2022,3,6,22,0,305,923,671,94,434,206
2022,3,6,22,30,249,895,594,90,252,5
2022,3,6,23,0,242,858,504,83,280,77
2022,3,6,23,30,203,805,405,76,241,94
2022,3,7,0,0,110,726,299,68,113,9
2022,3,7,0,30,105,609,191,56,170,292
2022,3,7,1,0,66,412,89,38,74,59
2022,3,7,1,30,8,85,14,12,8,0
2022,3,7,2,0,0,0,0,0,0,0
2022,3,7,2,30,0,0,0,0,0,0
2022,3,7,3,0,0,0,0,0,0,0
2022,3,7,3,30,0,0,0,0,0,0
2022,3,7,4,0,0,0,0,0,0,0
2022,3,7,4,30,0,0,0,0,0,0
2022,3,7,5,0,0,0,0,0,0,0
2022,3,7,5,30,0,0,0,0,0,0
2022,3,7,6,0,0,0,0,0,0,0
2022,3,7,6,30,0,0,0,0,0,0
2022,3,7,7,0,0,0,0,0,0,0
2022,3,7,7,30,0,0,0,0,0,0
2022,3,7,8,0,0,0,0,0,0,0
2022,3,7,8,30,0,0,0,0,0,0
2022,3,7,9,0,0,0,0,0,0,0
2022,3,7,9,30,0,0,0,0,0,0
2022,3,7,10,0,0,0,0,0,0,0
2022,3,7,10,30,0,0,0,0,0,0
2022,3,7,11,0,0,0,0,0,0,0
2022,3,7,11,30,0,0,0,0,0,0
2022,3,7,12,0,0,0,0,0,0,0
2022,3,7,12,30,0,0,0,0,0,0
2022,3,7,13,0,0,0,0,0,0,0
2022,3,7,13,30,0,0,0,0,0,0
2022,3,7,14,0,0,0,0,0,0,0
2022,3,7,14,30,41,398,64,28,41,2
2022,3,7,15,0,46,613,163,46,163,613
2022,3,7,15,30,58,739,272,58,272,739
2022,3,7,16,0,220,816,379,69,284,169
2022,3,7,16,30,207,872,482,76,473,573
2022,3,7,17,0,82,909,575,82,575,909
2022,3,7,17,30,87,939,658,87,658,939
2022,3,7,18,0,90,967,732,90,732,967
2022,3,7,18,30,93,982,786,93,786,982
2022,3,7,19,0,91,999,825,91,825,999
2022,3,7,19,30,91,1004,845,91,845,1004
2022,3,7,20,0,89,1018,856,89,856,1018
2022,3,7,20,30,89,1015,842,89,842,1015
2022,3,7,21,0,90,1001,809,90,809,1001
2022,3,7,21,30,88,989,759,88,759,989
2022,3,7,22,0,82,978,697,82,697,978
2022,3,7,22,30,78,953,618,78,618,953
2022,3,7,23,0,72,936,534,72,534,936
2022,3,7,23,30,66,889,432,66,432,889
2022,3,8,0,0,58,825,323,58,323,825
2022,3,8,0,30,48,722,211,48,211,722
2022,3,8,1,0,34,553,103,34,103,553
2022,3,8,1,30,13,212,18,13,18,212
2022,3,8,2,0,0,0,0,0,0,0
2022,3,8,2,30,0,0,0,0,0,0
2022,3,8,3,0,0,0,0,0,0,0
2022,3,8,3,30,0,0,0,0,0,0
2022,3,8,4,0,0,0,0,0,0,0
2022,3,8,4,30,0,0,0,0,0,0
2022,3,8,5,0,0,0,0,0,0,0
2022,3,8,5,30,0,0,0,0,0,0
2022,3,8,6,0,0,0,0,0,0,0
2022,3,8,6,30,0,0,0,0,0,0
2022,3,8,7,0,0,0,0,0,0,0
2022,3,8,7,30,0,0,0,0,0,0
2022,3,8,8,0,0,0,0,0,0,0
2022,3,8,8,30,0,0,0,0,0,0
2022,3,8,9,0,0,0,0,0,0,0
2022,3,8,9,30,0,0,0,0,0,0
2022,3,8,10,0,0,0,0,0,0,0
2022,3,8,10,30,0,0,0,0,0,0
2022,3,8,11,0,0,0,0,0,0,0
2022,3,8,11,30,0,0,0,0,0,0
2022,3,8,12,0,0,0,0,0,0,0
2022,3,8,12,30,0,0,0,0,0,0
2022,3,8,13,0,0,0,0,0,0,0
2022,3,8,13,30,0,0,0,0,0,0
2022,3,8,14,0,0,0,0,0,0,0
2022,3,8,14,30,49,403,68,30,51,23
2022,3,8,15,0,47,622,168,47,168,622
2022,3,8,15,30,58,747,278,58,278,747
2022,3,8,16,0,67,829,387,67,387,829
2022,3,8,16,30,73,884,489,73,489,884
2022,3,8,17,0,228,924,583,78,581,645
2022,3,8,17,30,82,952,666,82,666,952
2022,3,8,18,0,85,973,735,85,735,973
2022,3,8,18,30,87,987,788,87,788,987
2022,3,8,19,0,88,998,826,88,826,998
2022,3,8,19,30,89,1002,846,89,846,1002
2022,3,8,20,0,88,1004,850,88,850,1004
2022,3,8,20,30,88,1001,835,88,835,1001
2022,3,8,21,0,88,992,803,88,803,992
2022,3,8,21,30,283,980,755,86,605,471
2022,3,8,22,0,85,950,686,85,686,950
2022,3,8,22,30,167,925,608,81,594,747
2022,3,8,23,0,78,885,518,78,518,885
2022,3,8,23,30,71,835,418,71,418,835
2022,3,9,0,0,62,771,312,62,312,771
2022,3,9,0,30,51,664,203,51,52,2
2022,3,9,1,0,45,497,99,35,45,3
2022,3,9,1,30,11,174,18,13,11,1
2022,3,9,2,0,0,0,0,0,0,0
2022,3,9,2,30,0,0,0,0,0,0
2022,3,9,3,0,0,0,0,0,0,0
2022,3,9,3,30,0,0,0,0,0,0
2022,3,9,4,0,0,0,0,0,0,0
2022,3,9,4,30,0,0,0,0,0,0
2022,3,9,5,0,0,0,0,0,0,0
2022,3,9,5,30,0,0,0,0,0,0
2022,3,9,6,0,0,0,0,0,0,0
2022,3,9,6,30,0,0,0,0,0,0
2022,3,9,7,0,0,0,0,0,0,0
2022,3,9,7,30,0,0,0,0,0,0
2022,3,9,8,0,0,0,0,0,0,0
2022,3,9,8,30,0,0,0,0,0,0
2022,3,9,9,0,0,0,0,0,0,0
2022,3,9,9,30,0,0,0,0,0,0
2022,3,9,10,0,0,0,0,0,0,0
2022,3,9,10,30,0,0,0,0,0,0
2022,3,9,11,0,0,0,0,0,0,0
2022,3,9,11,30,0,0,0,0,0,0
2022,3,9,12,0,0,0,0,0,0,0
2022,3,9,12,30,0,0,0,0,0,0
2022,3,9,13,0,0,0,0,0,0,0
2022,3,9,13,30,0,0,0,0,0,0
2022,3,9,14,0,0,0,0,0,0,0
2022,3,9,14,30,46,405,70,30,47,3
2022,3,9,15,0,47,610,169,47,169,610
2022,3,9,15,30,58,733,277,58,277,733
2022,3,9,16,0,179,815,385,66,354,447
2022,3,9,16,30,207,869,486,73,471,555
2022,3,9,17,0,77,909,579,77,579,909
2022,3,9,17,30,82,937,660,82,660,937
2022,3,9,18,0,89,947,726,89,726,947
2022,3,9,18,30,92,962,780,92,780,962
2022,3,9,19,0,97,965,815,97,815,965
2022,3,9,19,30,98,970,835,98,835,970
2022,3,9,20,0,98,971,838,98,838,971
2022,3,9,20,30,97,967,824,97,824,967
2022,3,9,21,0,104,937,784,104,784,937
2022,3,9,21,30,102,924,737,102,737,924
2022,3,9,22,0,100,900,673,100,673,900
2022,3,9,22,30,95,872,596,95,596,872
2022,3,9,23,0,88,836,507,88,507,836
2022,3,9,23,30,81,783,409,81,409,783
2022,3,10,0,0,71,710,304,71,304,710
2022,3,10,0,30,58,597,197,58,197,597
2022,3,10,1,0,41,415,95,41,95,415
2022,3,10,1,30,13,110,18,15,13,0
2022,3,10,2,0,0,0,0,0,0,0
2022,3,10,2,30,0,0,0,0,0,0
2022,3,10,3,0,0,0,0,0,0,0
2022,3,10,3,30,0,0,0,0,0,0
2022,3,10,4,0,0,0,0,0,0,0
2022,3,10,4,30,0,0,0,0,0,0
2022,3,10,5,0,0,0,0,0,0,0
2022,3,10,5,30,0,0,0,0,0,0
2022,3,10,6,0,0,0,0,0,0,0
2022,3,10,6,30,0,0,0,0,0,0
2022,3,10,7,0,0,0,0,0,0,0
2022,3,10,7,30,0,0,0,0,0,0
2022,3,10,8,0,0,0,0,0,0,0
2022,3,10,8,30,0,0,0,0,0,0
2022,3,10,9,0,0,0,0,0,0,0
2022,3,10,9,30,0,0,0,0,0,0
2022,3,10,10,0,0,0,0,0,0,0
2022,3,10,10,30,0,0,0,0,0,0
2022,3,10,11,0,0,0,0,0,0,0
2022,3,10,11,30,0,0,0,0,0,0
2022,3,10,12,0,0,0,0,0,0,0
2022,3,10,12,30,0,0,0,0,0,0
2022,3,10,13,0,0,0,0,0,0,0
2022,3,10,13,30,0,0,0,0,0,0
2022,3,10,14,0,0,0,0,0,0,0
2022,3,10,14,30,36,369,72,34,36,2
2022,3,10,15,0,50,612,175,50,175,612
2022,3,10,15,30,140,739,286,61,231,298
2022,3,10,16,0,8,838,398,67,8,0
2022,3,10,16,30,55,890,501,73,55,0
2022,3,10,17,0,151,940,600,77,152,3
2022,3,10,17,30,284,967,683,81,314,49
2022,3,10,18,0,193,984,751,85,196,5
2022,3,10,18,30,349,998,805,87,404,76
2022,3,10,19,0,417,1003,841,90,469,70
2022,3,10,19,30,91,1008,862,91,862,1008
2022,3,10,20,0,92,1006,864,92,864,1006
2022,3,10,20,30,92,1011,855,92,855,1011
2022,3,10,21,0,91,1003,823,91,823,1003
2022,3,10,21,30,88,991,773,88,773,991
2022,3,10,22,0,82,992,718,82,718,992
2022,3,10,22,30,78,968,638,78,638,968
2022,3,10,23,0,70,945,547,70,547,945
2022,3,10,23,30,65,901,445,65,445,901
2022,3,11,0,0,57,840,336,57,336,840
2022,3,11,0,30,48,757,226,48,226,757
2022,3,11,1,0,35,596,115,35,115,596
2022,3,11,1,30,15,270,24,15,24,270
2022,3,11,2,0,0,0,0,0,0,0
2022,3,11,2,30,0,0,0,0,0,0
2022,3,11,3,0,0,0,0,0,0,0
2022,3,11,3,30,0,0,0,0,0,0
2022,3,11,4,0,0,0,0,0,0,0
2022,3,11,4,30,0,0,0,0,0,0
2022,3,11,5,0,0,0,0,0,0,0
2022,3,11,5,30,0,0,0,0,0,0
2022,3,11,6,0,0,0,0,0,0,0
2022,3,11,6,30,0,0,0,0,0,0
2022,3,11,7,0,0,0,0,0,0,0
2022,3,11,7,30,0,0,0,0,0,0
2022,3,11,8,0,0,0,0,0,0,0
2022,3,11,8,30,0,0,0,0,0,0
2022,3,11,9,0,0,0,0,0,0,0
2022,3,11,9,30,0,0,0,0,0,0
2022,3,11,10,0,0,0,0,0,0,0
2022,3,11,10,30,0,0,0,0,0,0
2022,3,11,11,0,0,0,0,0,0,0
2022,3,11,11,30,0,0,0,0,0,0
2022,3,11,12,0,0,0,0,0,0,0
2022,3,11,12,30,0,0,0,0,0,0
2022,3,11,13,0,0,0,0,0,0,0
2022,3,11,13,30,0,0,0,0,0,0
2022,3,11,14,0,0,0,0,0,0,0
2022,3,11,14,30,58,533,87,29,63,48
2022,3,11,15,0,43,716,193,43,193,716
2022,3,11,15,30,149,823,305,52,256,348
2022,3,11,16,0,225,892,416,59,314,221
2022,3,11,16,30,208,939,520,64,499,600
2022,3,11,17,0,231,971,614,69,601,659
2022,3,11,17,30,72,996,697,72,697,996
2022,3,11,18,0,101,958,755,101,755,958
2022,3,11,18,30,104,965,803,104,803,965
2022,3,11,19,0,104,978,841,104,841,978
2022,3,11,19,30,105,983,861,105,861,983
2022,3,11,20,0,102,989,865,102,865,989
2022,3,11,20,30,102,985,850,102,850,985
2022,3,11,21,0,97,983,819,97,819,983
2022,3,11,21,30,95,970,770,95,770,970
2022,3,11,22,0,91,954,705,91,705,954
2022,3,11,22,30,87,929,627,87,627,929
2022,3,11,23,0,81,895,536,81,536,895
2022,3,11,23,30,75,846,435,75,435,846
2022,3,12,0,0,66,775,326,66,326,775
2022,3,12,0,30,56,668,215,56,215,668
2022,3,12,1,0,40,492,108,40,108,492
2022,3,12,1,30,17,170,23,17,23,170
2022,3,12,2,0,0,0,0,0,0,0
2022,3,12,2,30,0,0,0,0,0,0
2022,3,12,3,0,0,0,0,0,0,0
2022,3,12,3,30,0,0,0,0,0,0
2022,3,12,4,0,0,0,0,0,0,0
2022,3,12,4,30,0,0,0,0,0,0
2022,3,12,5,0,0,0,0,0,0,0
2022,3,12,5,30,0,0,0,0,0,0
2022,3,12,6,0,0,0,0,0,0,0
2022,3,12,6,30,0,0,0,0,0,0
2022,3,12,7,0,0,0,0,0,0,0
2022,3,12,7,30,0,0,0,0,0,0
2022,3,12,8,0,0,0,0,0,0,0
2022,3,12,8,30,0,0,0,0,0,0
2022,3,12,9,0,0,0,0,0,0,0
2022,3,12,9,30,0,0,0,0,0,0
2022,3,12,10,0,0,0,0,0,0,0
2022,3,12,10,30,0,0,0,0,0,0
2022,3,12,11,0,0,0,0,0,0,0
2022,3,12,11,30,0,0,0,0,0,0
2022,3,12,12,0,0,0,0,0,0,0
2022,3,12,12,30,0,0,0,0,0,0
2022,3,12,13,0,0,0,0,0,0,0
2022,3,12,13,30,0,0,0,0,0,0
2022,3,12,14,0,0,0,0,0,0,0
2022,3,12,14,30,59,472,86,32,63,34
2022,3,12,15,0,47,668,191,47,191,668
2022,3,12,15,30,58,780,302,58,302,780
2022,3,12,16,0,65,855,412,65,412,855
2022,3,12,16,30,71,905,515,71,515,905
2022,3,12,17,0,76,940,608,76,608,940
2022,3,12,17,30,79,966,690,79,690,966
2022,3,12,18,0,81,989,759,81,759,989
2022,3,12,18,30,83,1002,813,83,813,1002
2022,3,12,19,0,83,1011,850,83,850,1011
2022,3,12,19,30,84,1015,870,84,870,1015
2022,3,12,20,0,84,1016,872,84,872,1016
2022,3,12,20,30,83,1013,857,83,857,1013
2022,3,12,21,0,95,980,818,95,818,980
2022,3,12,21,30,93,968,769,93,769,968
2022,3,12,22,0,90,949,705,90,705,949
2022,3,12,22,30,86,924,627,86,627,924
2022,3,12,23,0,81,889,536,81,536,889
2022,3,12,23,30,75,840,435,75,435,840
2022,3,13,0,0,66,771,327,66,327,771
2022,3,13,0,30,56,665,217,56,217,665
2022,3,13,1,0,41,489,110,41,110,489
2022,3,13,1,30,17,178,24,17,24,178
2022,3,13,2,0,0,0,0,0,0,0
2022,3,13,2,30,0,0,0,0,0,0
2022,3,13,3,0,0,0,0,0,0,0
2022,3,13,3,30,0,0,0,0,0,0
2022,3,13,4,0,0,0,0,0,0,0
2022,3,13,4,30,0,0,0,0,0,0
2022,3,13,5,0,0,0,0,0,0,0
2022,3,13,5,30,0,0,0,0,0,0
2022,3,13,6,0,0,0,0,0,0,0
2022,3,13,6,30,0,0,0,0,0,0
2022,3,13,7,0,0,0,0,0,0,0
2022,3,13,7,30,0,0,0,0,0,0
2022,3,13,8,0,0,0,0,0,0,0
2022,3,13,8,30,0,0,0,0,0,0
2022,3,13,9,0,0,0,0,0,0,0
2022,3,13,9,30,0,0,0,0,0,0
2022,3,13,10,0,0,0,0,0,0,0
2022,3,13,10,30,0,0,0,0,0,0
2022,3,13,11,0,0,0,0,0,0,0
2022,3,13,11,30,0,0,0,0,0,0
2022,3,13,12,0,0,0,0,0,0,0
2022,3,13,12,30,0,0,0,0,0,0
2022,3,13,13,0,0,0,0,0,0,0
2022,3,13,13,30,0,0,0,0,0,0
2022,3,13,14,0,5,84,13,12,5,0
2022,3,13,14,30,65,425,89,38,70,48
2022,3,13,15,0,74,616,193,57,75,5
2022,3,13,15,30,160,735,304,70,219,184
2022,3,13,16,0,195,816,414,79,300,255
2022,3,13,16,30,238,870,517,86,389,305
2022,3,13,17,0,238,912,611,90,481,425
2022,3,13,17,30,277,933,689,95,530,397
2022,3,13,18,0,288,953,757,98,582,425
2022,3,13,18,30,290,967,810,100,630,463
2022,3,13,19,0,298,982,848,99,671,489
2022,3,13,19,30,224,986,867,100,803,744
2022,3,13,20,0,100,987,869,100,869,987
2022,3,13,20,30,99,984,854,99,854,984
2022,3,13,21,0,98,982,827,98,827,982
2022,3,13,21,30,96,970,777,96,777,970
2022,3,13,22,0,93,950,712,93,712,950
2022,3,13,22,30,89,924,633,89,633,924
2022,3,13,23,0,84,888,542,84,542,888
2022,3,13,23,30,77,839,440,77,440,839
2022,3,14,0,0,68,773,332,68,332,773
2022,3,14,0,30,57,668,221,57,221,668
2022,3,14,1,0,41,504,114,41,114,504
2022,3,14,1,30,18,192,26,18,26,192
2022,3,14,2,0,0,0,0,0,0,0
2022,3,14,2,30,0,0,0,0,0,0
2022,3,14,3,0,0,0,0,0,0,0
2022,3,14,3,30,0,0,0,0,0,0
2022,3,14,4,0,0,0,0,0,0,0
2022,3,14,4,30,0,0,0,0,0,0
2022,3,14,5,0,0,0,0,0,0,0
2022,3,14,5,30,0,0,0,0,0,0
2022,3,14,6,0,0,0,0,0,0,0
2022,3,14,6,30,0,0,0,0,0,0
2022,3,14,7,0,0,0,0,0,0,0
2022,3,14,7,30,0,0,0,0,0,0
2022,3,14,8,0,0,0,0,0,0,0
2022,3,14,8,30,0,0,0,0,0,0
2022,3,14,9,0,0,0,0,0,0,0
2022,3,14,9,30,0,0,0,0,0,0
2022,3,14,10,0,0,0,0,0,0,0
2022,3,14,10,30,0,0,0,0,0,0
2022,3,14,11,0,0,0,0,0,0,0
2022,3,14,11,30,0,0,0,0,0,0
2022,3,14,12,0,0,0,0,0,0,0
2022,3,14,12,30,0,0,0,0,0,0
2022,3,14,13,0,0,0,0,0,0,0
2022,3,14,13,30,0,0,0,0,0,0
2022,3,14,14,0,12,135,15,12,15,135
2022,3,14,14,30,35,474,94,35,94,474
2022,3,14,15,0,51,651,198,51,198,651
2022,3,14,15,30,62,761,308,62,308,761
2022,3,14,16,0,74,820,415,74,415,820
2022,3,14,16,30,81,872,517,81,517,872
2022,3,14,17,0,313,904,609,88,491,309
2022,3,14,17,30,92,932,690,92,690,932
2022,3,14,18,0,97,947,756,97,756,947
2022,3,14,18,30,99,961,809,99,809,961
2022,3,14,19,0,100,972,846,100,846,972
2022,3,14,19,30,101,977,865,101,865,977
2022,3,14,20,0,218,981,868,99,796,737
2022,3,14,20,30,191,978,852,98,819,813
2022,3,14,21,0,353,971,820,96,568,289
2022,3,14,21,30,276,959,771,94,637,511
2022,3,14,22,0,88,946,708,88,708,946
2022,3,14,22,30,84,921,630,84,630,921
2022,3,14,23,0,79,889,540,79,540,889
2022,3,14,23,30,73,842,440,73,440,842
2022,3,15,0,0,64,776,332,64,332,776
2022,3,15,0,30,54,676,222,54,222,676
2022,3,15,1,0,40,512,116,40,116,512
2022,3,15,1,30,18,217,28,18,28,217
2022,3,15,2,0,0,0,0,0,0,0
2022,3,15,2,30,0,0,0,0,0,0
2022,3,15,3,0,0,0,0,0,0,0
2022,3,15,3,30,0,0,0,0,0,0
2022,3,15,4,0,0,0,0,0,0,0
2022,3,15,4,30,0,0,0,0,0,0
2022,3,15,5,0,0,0,0,0,0,0
2022,3,15,5,30,0,0,0,0,0,0
2022,3,15,6,0,0,0,0,0,0,0
2022,3,15,6,30,0,0,0,0,0,0
2022,3,15,7,0,0,0,0,0,0,0
2022,3,15,7,30,0,0,0,0,0,0
2022,3,15,8,0,0,0,0,0,0,0
2022,3,15,8,30,0,0,0,0,0,0
2022,3,15,9,0,0,0,0,0,0,0
2022,3,15,9,30,0,0,0,0,0,0
2022,3,15,10,0,0,0,0,0,0,0
2022,3,15,10,30,0,0,0,0,0,0
2022,3,15,11,0,0,0,0,0,0,0
2022,3,15,11,30,0,0,0,0,0,0
2022,3,15,12,0,0,0,0,0,0,0
2022,3,15,12,30,0,0,0,0,0,0
2022,3,15,13,0,0,0,0,0,0,0
2022,3,15,13,30,0,0,0,0,0,0
2022,3,15,14,0,13,146,17,13,17,146
2022,3,15,14,30,67,471,97,36,69,14
2022,3,15,15,0,52,645,201,52,201,645
2022,3,15,15,30,63,754,311,63,311,754
2022,3,15,16,0,73,820,418,73,418,820
2022,3,15,16,30,80,871,520,80,520,871
2022,3,15,17,0,85,908,612,85,612,908
2022,3,15,17,30,89,934,693,89,693,934
2022,3,15,18,0,97,948,762,97,762,948
2022,3,15,18,30,100,962,814,100,814,962
2022,3,15,19,0,100,972,850,100,850,972
2022,3,15,19,30,102,977,870,102,870,977
2022,3,15,20,0,104,972,871,104,871,972
2022,3,15,20,30,104,969,855,104,855,969
2022,3,15,21,0,110,947,820,110,820,947
2022,3,15,21,30,107,933,770,107,770,933
2022,3,15,22,0,108,903,704,108,704,903
2022,3,15,22,30,103,876,625,103,625,876
2022,3,15,23,0,269,838,535,97,345,145
2022,3,15,23,30,167,786,435,89,426,591
2022,3,16,0,0,174,731,330,75,234,172
2022,3,16,0,30,41,620,219,63,41,1
2022,3,16,1,0,80,468,114,44,85,36
2022,3,16,1,30,20,185,29,20,21,1
2022,3,16,2,0,0,0,0,0,0,0
2022,3,16,2,30,0,0,0,0,0,0
2022,3,16,3,0,0,0,0,0,0,0
2022,3,16,3,30,0,0,0,0,0,0
2022,3,16,4,0,0,0,0,0,0,0
2022,3,16,4,30,0,0,0,0,0,0
2022,3,16,5,0,0,0,0,0,0,0
2022,3,16,5,30,0,0,0,0,0,0
2022,3,16,6,0,0,0,0,0,0,0
2022,3,16,6,30,0,0,0,0,0,0
2022,3,16,7,0,0,0,0,0,0,0
2022,3,16,7,30,0,0,0,0,0,0
2022,3,16,8,0,0,0,0,0,0,0
2022,3,16,8,30,0,0,0,0,0,0
2022,3,16,9,0,0,0,0,0,0,0
2022,3,16,9,30,0,0,0,0,0,0
2022,3,16,10,0,0,0,0,0,0,0
2022,3,16,10,30,0,0,0,0,0,0
2022,3,16,11,0,0,0,0,0,0,0
2022,3,16,11,30,0,0,0,0,0,0
2022,3,16,12,0,0,0,0,0,0,0
2022,3,16,12,30,0,0,0,0,0,0
2022,3,16,13,0,0,0,0,0,0,0
2022,3,16,13,30,0,0,0,0,0,0
2022,3,16,14,0,14,93,17,14,17,93
2022,3,16,14,30,42,385,93,42,93,385
2022,3,16,15,0,59,584,196,59,196,584
2022,3,16,15,30,71,697,304,71,304,697
2022,3,16,16,0,79,781,411,79,411,781
2022,3,16,16,30,86,837,513,86,513,837
2022,3,16,17,0,90,879,606,90,606,879
2022,3,16,17,30,95,911,688,95,688,911
2022,3,16,18,0,112,906,751,112,751,906
2022,3,16,18,30,115,921,803,115,803,921
2022,3,16,19,0,117,935,842,117,842,935
2022,3,16,19,30,118,939,861,118,861,939
2022,3,16,20,0,120,941,866,120,866,941
2022,3,16,20,30,120,937,851,120,851,937
2022,3,16,21,0,132,903,812,132,812,903
2022,3,16,21,30,128,884,759,128,759,884
2022,3,16,22,0,133,841,690,133,690,841
2022,3,16,22,30,127,810,612,127,612,810
2022,3,16,23,0,124,754,520,124,520,754
2022,3,16,23,30,195,695,421,113,407,480
2022,3,17,0,0,115,612,315,100,117,7
2022,3,17,0,30,8,493,208,83,8,0
2022,3,17,1,0,82,328,108,58,85,22
2022,3,17,1,30,22,77,26,22,26,77
2022,3,17,2,0,0,0,0,0,0,0
2022,3,17,2,30,0,0,0,0,0,0
2022,3,17,3,0,0,0,0,0,0,0
2022,3,17,3,30,0,0,0,0,0,0
2022,3,17,4,0,0,0,0,0,0,0
2022,3,17,4,30,0,0,0,0,0,0
2022,3,17,5,0,0,0,0,0,0,0
2022,3,17,5,30,0,0,0,0,0,0
2022,3,17,6,0,0,0,0,0,0,0
2022,3,17,6,30,0,0,0,0,0,0
2022,3,17,7,0,0,0,0,0,0,0
2022,3,17,7,30,0,0,0,0,0,0
2022,3,17,8,0,0,0,0,0,0,0
2022,3,17,8,30,0,0,0,0,0,0
2022,3,17,9,0,0,0,0,0,0,0
2022,3,17,9,30,0,0,0,0,0,0
2022,3,17,10,0,0,0,0,0,0,0
2022,3,17,10,30,0,0,0,0,0,0
2022,3,17,11,0,0,0,0,0,0,0
2022,3,17,11,30,0,0,0,0,0,0
2022,3,17,12,0,0,0,0,0,0,0
2022,3,17,12,30,0,0,0,0,0,0
2022,3,17,13,0,0,0,0,0,0,0
2022,3,17,13,30,0,0,0,0,0,0
2022,3,17,14,0,13,126,22,17,13,0
2022,3,17,14,30,45,443,106,45,106,443
2022,3,17,15,0,63,630,214,63,214,630
2022,3,17,15,30,75,744,327,75,327,744
2022,3,17,16,0,85,821,438,85,438,821
2022,3,17,16,30,92,873,542,92,542,873
2022,3,17,17,0,97,915,637,97,637,915
2022,3,17,17,30,101,943,720,101,720,943
2022,3,17,18,0,103,966,789,103,789,966
2022,3,17,18,30,107,980,843,107,843,980
