2022 PF500,2023 PF500,2022 PF1000,2023 PF1000,2022 PF1300,2023 PF1300,2022 PF2000,2023 PF2000,2022 PF3000,2023 PF3000,2022 PF4000,2023 PF4000
9.313225746154785e-9,9.313225746154785e-9,0.03084569238126278,0.11800047941505909,0.037200888618826866,0.12752910144627094,0.0419603381305933,0.13385777361690998,0.042065614834427834,0.1348989550024271,0.042065614834427834,0.1348989550024271
9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,0.04158112220466137,0.03347228281199932,0.05225745029747486,0.04010871984064579,0.06790823303163052,0.0401980709284544,0.07250354625284672,0.0401980709284544,0.07250354625284672
9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,0.04405529238283634,0.031833695247769356,0.05913051776587963,0.03203784115612507,0.06008666940033436,0.03203784115612507,0.06008666940033436
9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,0.03569844178855419,0.045016342774033546,0.03981162793934345,0.04532945342361927,0.03981162793934345,0.04532945342361927
9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,0.04137822426855564,0.01550070010125637,0.04358082078397274,0.01628066413104534,0.04358082078397274,0.01628066413104534
9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,0.04781135357916355,0.021931910887360573,0.04900050349533558,0.022505251690745354,0.04900050349533558,0.022505251690745354
9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,0.0513931829482317,0.04562939517199993,0.05314706824719906,0.04934716038405895,0.05314706824719906,0.04934716038405895
9.313225746154785e-9,9.313225746154785e-9,0.05416295491158962,0.03163880668580532,0.06635189987719059,0.04386895336210728,0.08558071218430996,0.056614791974425316,0.08630202151834965,0.056902943179011345,0.08630202151834965,0.056902943179011345
9.313225746154785e-9,9.313225746154785e-9,0.04875686950981617,0.03001452423632145,0.06287519820034504,0.03414818085730076,0.08322197012603283,0.037976400926709175,0.08763737045228481,0.03817611373960972,0.08763737045228481,0.03817611373960972
9.313225746154785e-9,9.313225746154785e-9,0.053479475900530815,0.04387463442981243,0.057890741154551506,0.05239308811724186,0.060489876195788383,0.058777546510100365,0.060489876195788383,0.058777546510100365,0.060489876195788383,0.058777546510100365
9.313225746154785e-9,9.313225746154785e-9,9.313225746154785e-9,0.0413424801081419,0.057183774188160896,0.04844765178859234,0.06669892929494381,0.054421192035079,0.06677291356027126,0.054421192035079,0.06677291356027126,0.054421192035079
9.313225746154785e-9,0.030257320031523705,0.21743298508226871,0.04705560393631458,0.2435715589672327,0.05041717551648617,0.266083562746644,0.05214422009885311,0.2672001253813505,0.05214422009885311,0.2672001253813505,0.05214422009885311
