x1,x2,x3
0.0,367.9488556938096,141.584
0.0,662.3079402488572,254.8512
0.0,711.2818308899045,273.6959911312222
0.0,1005.6409154449523,386.9631911312222
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1116.0255721530953,429.4383911312222
0.0,932.0511443061905,358.64639113122223
83.72093023588359,748.0767164592856,287.8543911312222
622.7176629233486,564.1022886123808,217.0623911312222
806.5731308236544,380.12786076547604,146.2703911312222
949.7981933007911,350.2018066992089,141.584
1000.0,300.0,141.584
959.2927157684521,340.7072842315478,141.584
961.2915625222173,338.7084374777827,141.584
926.9652123555337,367.9488556938096,141.584
771.977705185132,528.022294814868,203.1790762009592
495.59869304638704,804.4013069536129,309.5276772337478
0.0,1098.7603915086604,422.79487723374774
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1287.8209949283337,495.5440000000001
0.0,1103.846567081429,424.75200000000007
0.0,919.8721392345241,353.96000000000004
83.72093023588359,735.8977113876192,283.168
622.7176629233486,551.9232835407144,212.376
806.5731308236544,367.9488556938096,141.584
949.7981933007911,350.2018066992089,141.584
1000.0,300.0,141.584
959.2927157684521,340.7072842315478,141.584
961.2915625222173,338.7084374777827,141.584
926.9652123555337,367.9488556938096,141.584
771.977705185132,528.022294814868,203.1790762009592
495.59869304638704,804.4013069536129,309.5276772337478
0.0,1098.7603915086604,422.79487723374774
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1229.3245805639647,473.0350121251829
0.0,1045.35015271706,402.2430121251829
83.72093023588359,861.3757248701551,331.45101212518284
622.7176629233486,677.2823370766514,260.65901212518287
806.5731308236544,493.4268691763455,189.86701212518287
949.7981933007911,350.2018066992089,141.584
1000.0,300.0,141.584
959.2927157684521,340.7072842315478,141.584
961.2915625222173,338.7084374777827,141.584
926.9652123555337,373.03478764446623,143.54102902226444
771.977705185132,528.022294814868,203.1790762009592
495.59869304638704,804.4013069536129,309.5276772337478
0.0,1098.7603915086604,422.79487723374774
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1287.8209949283337,495.5440000000001
0.0,1103.846567081429,424.75200000000007
0.0,919.8721392345241,353.96000000000004
0.0,735.8977113876192,283.168
0.0,551.9232835407144,212.376
0.0,367.9488556938096,141.584
0.0,640.4874515072706,246.4548372170167
0.0,934.8465360623183,359.7220372170167
0.0,1229.2056206173659,472.9892372170167
0.0,1045.2311927704611,402.19723721701666
83.72093023588359,861.2567649235563,331.40523721701663
622.7176629233486,677.2823370766514,260.6132372170166
806.5731308236544,493.30790922974654,189.8212372170166
949.7981933007911,350.2018066992089,141.584
1000.0,300.0,141.584
959.2927157684521,340.7072842315478,141.584
961.2915625222173,338.7084374777827,141.584
926.9652123555337,367.9488556938096,141.584
771.977705185132,528.022294814868,203.1790762009592
495.59869304638704,804.4013069536129,309.5276772337478
0.0,1098.7603915086604,422.79487723374774
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1227.7276663050957,472.4205313218621
0.0,1043.753238458191,401.6285313218621
0.0,859.7788106112863,330.83653132186214
0.0,675.8043827643814,260.0445313218621
0.0,491.8299549174767,189.2525313218621
0.0,367.9488556938096,141.584
0.0,367.9488556938096,141.584
0.0,515.1283979713336,198.21760000000006
0.0,809.4874825263812,311.48480000000006
0.0,1103.846567081429,424.75200000000007
0.0,919.8721392345241,353.96000000000004
83.72093023588359,735.8977113876192,283.168
622.7176629233486,551.9232835407144,212.376
806.5731308236544,367.9488556938096,141.584
949.7981933007911,350.2018066992089,141.584
1000.0,300.0,141.584
959.2927157684521,340.7072842315478,141.584
961.2915625222173,338.7084374777827,141.584
926.9652123555337,367.9488556938096,141.584
771.977705185132,528.022294814868,203.1790762009592
495.59869304638704,804.4013069536129,309.5276772337478
0.0,1098.7603915086604,422.79487723374774
0.0,1300.0,500.23039113122223
0.0,1300.0,500.23039113122223
0.0,1116.0255721530953,429.4383911312222
0.0,932.0511443061905,358.64639113122223
0.0,748.0767164592856,287.8543911312222
0.0,564.1022886123808,217.0623911312222
0.0,380.12786076547604,146.2703911312222
0.0,367.9488556938096,141.584
0.0,367.9488556938096,141.584
0.0,367.9488556938096,141.584
0.0,367.9488556938096,141.584
0.0,367.9488556938096,141.584
0.0,551.9232835407144,212.376
83.72093023588359,367.9488556938096,141.584
622.7176629233486,367.9488556938096,141.584
806.5731308236544,367.9488556938096,141.584
949.7981933007911,350.2018066992089,141.584
1000.0,300.0,141.584
959.2927157684521,340.7072842315478,141.584
961.2915625222173,338.7084374777827,141.584
926.9652123555337,367.9488556938096,141.584
771.977705185132,367.9488556938096,141.584
495.59869304638704,367.9488556938096,141.584
0.0,662.3079402488572,254.8512
0.0,956.667024803905,368.1184
0.0,772.6925969570002,297.32640000000004
0.0,588.7181691100955,226.53440000000003
0.0,404.7437412631906,155.74240000000003
0.0,367.9488556938096,141.584
0.0,367.9488556938096,141.584
0.0,367.9488556938096,141.584
0.0,367.9488556938096,141.584
0.0,367.9488556938096,141.584
0.0,367.9488556938096,141.584
0.0,441.5386268325715,169.9008
0.0,735.8977113876192,283.168
0.0,551.9232835407144,212.376
83.72093023588359,367.9488556938096,141.584
622.7176629233486,367.9488556938096,141.584
806.5731308236544,367.9488556938096,141.584
949.7981933007911,350.2018066992089,141.584
1000.0,300.0,141.584
959.2927157684521,340.7072842315478,141.584
961.2915625222173,338.7084374777827,141.584
926.9652123555337,367.9488556938096,141.584
771.977705185132,528.022294814868,203.1790762009592
495.59869304638704,804.4013069536129,309.5276772337478
0.0,1098.7603915086604,422.79487723374774
0.0,914.7859636617558,352.00287723374777
0.0,730.8115358148509,281.21087723374774
0.0,546.837107967946,210.41887723374774
0.0,367.9488556938096,141.584
0.0,367.9488556938096,141.584
