INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2023-11-02T00:00:00-00:00,2023-11-02T01:00:00-00:00,2023-11-01,18,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,95.03958,1
2023-11-01T21:00:00-00:00,2023-11-01T22:00:00-00:00,2023-11-01,15,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,31.61567,1
2023-11-01T11:00:00-00:00,2023-11-01T12:00:00-00:00,2023-11-01,5,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,77.09037,1
2023-11-01T16:00:00-00:00,2023-11-01T17:00:00-00:00,2023-11-01,10,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,29.27225,1
2023-11-01T22:00:00-00:00,2023-11-01T23:00:00-00:00,2023-11-01,16,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,40.20551,1
2023-11-02T01:00:00-00:00,2023-11-02T02:00:00-00:00,2023-11-01,19,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,102.902,1
2023-11-01T10:00:00-00:00,2023-11-01T11:00:00-00:00,2023-11-01,4,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,73.22452,1
2023-11-01T12:00:00-00:00,2023-11-01T13:00:00-00:00,2023-11-01,6,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,84.8714,1
2023-11-02T03:00:00-00:00,2023-11-02T04:00:00-00:00,2023-11-01,21,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,93.44274,1
2023-11-01T17:00:00-00:00,2023-11-01T18:00:00-00:00,2023-11-01,11,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,27.15579,1
2023-11-01T13:00:00-00:00,2023-11-01T14:00:00-00:00,2023-11-01,7,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,98.14657,1
2023-11-01T14:00:00-00:00,2023-11-01T15:00:00-00:00,2023-11-01,8,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,93.48357,1
2023-11-02T05:00:00-00:00,2023-11-02T06:00:00-00:00,2023-11-01,23,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,88.64982,1
2023-11-02T06:00:00-00:00,2023-11-02T07:00:00-00:00,2023-11-01,24,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,73.69528,1
2023-11-01T19:00:00-00:00,2023-11-01T20:00:00-00:00,2023-11-01,13,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,27.47646,1
2023-11-01T07:00:00-00:00,2023-11-01T08:00:00-00:00,2023-11-01,1,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,82.10879,1
2023-11-01T09:00:00-00:00,2023-11-01T10:00:00-00:00,2023-11-01,3,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,73.40293,1
2023-11-01T15:00:00-00:00,2023-11-01T16:00:00-00:00,2023-11-01,9,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,56.94816,1
2023-11-02T04:00:00-00:00,2023-11-02T05:00:00-00:00,2023-11-01,22,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,93.11913,1
2023-11-02T02:00:00-00:00,2023-11-02T03:00:00-00:00,2023-11-01,20,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,94.3621,1
2023-11-01T20:00:00-00:00,2023-11-01T21:00:00-00:00,2023-11-01,14,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,26.34777,1
2023-11-01T23:00:00-00:00,2023-11-02T00:00:00-00:00,2023-11-01,17,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,62.51017,1
2023-11-01T18:00:00-00:00,2023-11-01T19:00:00-00:00,2023-11-01,12,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,25.70101,1
2023-11-01T08:00:00-00:00,2023-11-01T09:00:00-00:00,2023-11-01,2,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,73.99128,1
2023-11-01T17:00:00-00:00,2023-11-01T18:00:00-00:00,2023-11-01,11,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,-14.6368,2
2023-11-02T00:00:00-00:00,2023-11-02T01:00:00-00:00,2023-11-01,18,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,-2.37149,2
2023-11-01T11:00:00-00:00,2023-11-01T12:00:00-00:00,2023-11-01,5,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,0,2
2023-11-01T19:00:00-00:00,2023-11-01T20:00:00-00:00,2023-11-01,13,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,-11.79674,2
2023-11-01T22:00:00-00:00,2023-11-01T23:00:00-00:00,2023-11-01,16,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,-10.16123,2
2023-11-01T09:00:00-00:00,2023-11-01T10:00:00-00:00,2023-11-01,3,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,0,2
2023-11-01T20:00:00-00:00,2023-11-01T21:00:00-00:00,2023-11-01,14,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,-12.46388,2
2023-11-02T05:00:00-00:00,2023-11-02T06:00:00-00:00,2023-11-01,23,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,0,2
2023-11-02T06:00:00-00:00,2023-11-02T07:00:00-00:00,2023-11-01,24,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,0,2
2023-11-01T21:00:00-00:00,2023-11-01T22:00:00-00:00,2023-11-01,15,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,-10.87302,2
2023-11-01T13:00:00-00:00,2023-11-01T14:00:00-00:00,2023-11-01,7,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,0,2
2023-11-01T10:00:00-00:00,2023-11-01T11:00:00-00:00,2023-11-01,4,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,0,2
2023-11-02T04:00:00-00:00,2023-11-02T05:00:00-00:00,2023-11-01,22,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,0,2
2023-11-01T07:00:00-00:00,2023-11-01T08:00:00-00:00,2023-11-01,1,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,0,2
2023-11-02T01:00:00-00:00,2023-11-02T02:00:00-00:00,2023-11-01,19,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,0,2
2023-11-02T03:00:00-00:00,2023-11-02T04:00:00-00:00,2023-11-01,21,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,-0.36339,2
2023-11-01T16:00:00-00:00,2023-11-01T17:00:00-00:00,2023-11-01,10,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,-16.85394,2
2023-11-01T14:00:00-00:00,2023-11-01T15:00:00-00:00,2023-11-01,8,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,-0.99637,2
2023-11-01T18:00:00-00:00,2023-11-01T19:00:00-00:00,2023-11-01,12,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,-12.32133,2
