INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2023-08-02T01:00:00-00:00,2023-08-02T02:00:00-00:00,2023-08-01,19,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,132.62956,1
2023-08-01T18:00:00-00:00,2023-08-01T19:00:00-00:00,2023-08-01,12,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,65.22216,1
2023-08-02T02:00:00-00:00,2023-08-02T03:00:00-00:00,2023-08-01,20,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,195.71053,1
2023-08-02T04:00:00-00:00,2023-08-02T05:00:00-00:00,2023-08-01,22,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,118.54279,1
2023-08-02T05:00:00-00:00,2023-08-02T06:00:00-00:00,2023-08-01,23,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,100.11235,1
2023-08-01T17:00:00-00:00,2023-08-01T18:00:00-00:00,2023-08-01,11,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,64.75972,1
2023-08-01T21:00:00-00:00,2023-08-01T22:00:00-00:00,2023-08-01,15,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,84.61616,1
2023-08-01T22:00:00-00:00,2023-08-01T23:00:00-00:00,2023-08-01,16,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,94.08897,1
2023-08-01T10:00:00-00:00,2023-08-01T11:00:00-00:00,2023-08-01,4,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,64.87825,1
2023-08-01T14:00:00-00:00,2023-08-01T15:00:00-00:00,2023-08-01,8,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,65.11701,1
2023-08-01T19:00:00-00:00,2023-08-01T20:00:00-00:00,2023-08-01,13,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,69.10682,1
2023-08-01T16:00:00-00:00,2023-08-01T17:00:00-00:00,2023-08-01,10,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,62.36166,1
2023-08-02T00:00:00-00:00,2023-08-02T01:00:00-00:00,2023-08-01,18,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,107.10942,1
2023-08-02T06:00:00-00:00,2023-08-02T07:00:00-00:00,2023-08-01,24,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,83.83815,1
