INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2023-01-02T06:00:00-00:00,2023-01-02T07:00:00-00:00,2023-01-01,23,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,140.30138,1
2023-01-01T13:00:00-00:00,2023-01-01T14:00:00-00:00,2023-01-01,6,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,109.13021,1
2023-01-02T00:00:00-00:00,2023-01-02T01:00:00-00:00,2023-01-01,17,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,137.47948,1
2023-01-01T08:00:00-00:00,2023-01-01T09:00:00-00:00,2023-01-01,1,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,117.42015,1
2023-01-01T19:00:00-00:00,2023-01-01T20:00:00-00:00,2023-01-01,12,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,56.92475,1
2023-01-01T12:00:00-00:00,2023-01-01T13:00:00-00:00,2023-01-01,5,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,106.15146,1
2023-01-01T20:00:00-00:00,2023-01-01T21:00:00-00:00,2023-01-01,13,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,52.17854,1
2023-01-01T10:00:00-00:00,2023-01-01T11:00:00-00:00,2023-01-01,3,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,111.7289,1
2023-01-01T15:00:00-00:00,2023-01-01T16:00:00-00:00,2023-01-01,8,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,120.62941,1
2023-01-01T17:00:00-00:00,2023-01-01T18:00:00-00:00,2023-01-01,10,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,78.24564,1
2023-01-01T21:00:00-00:00,2023-01-01T22:00:00-00:00,2023-01-01,14,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,46.136,1
2023-01-02T02:00:00-00:00,2023-01-02T03:00:00-00:00,2023-01-01,19,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,145.964,1
2023-01-02T04:00:00-00:00,2023-01-02T05:00:00-00:00,2023-01-01,21,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,145,1
2023-01-01T23:00:00-00:00,2023-01-02T00:00:00-00:00,2023-01-01,16,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,85.11109,1
2023-01-01T09:00:00-00:00,2023-01-01T10:00:00-00:00,2023-01-01,2,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,112.22572,1
2023-01-01T11:00:00-00:00,2023-01-01T12:00:00-00:00,2023-01-01,4,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,107.35153,1
2023-01-02T05:00:00-00:00,2023-01-02T06:00:00-00:00,2023-01-01,22,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,145,1
2023-01-02T07:00:00-00:00,2023-01-02T08:00:00-00:00,2023-01-01,24,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,130.34511,1
2023-01-01T18:00:00-00:00,2023-01-01T19:00:00-00:00,2023-01-01,11,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,64.45782,1
2023-01-02T01:00:00-00:00,2023-01-02T02:00:00-00:00,2023-01-01,18,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,151.44093,1
2023-01-02T03:00:00-00:00,2023-01-02T04:00:00-00:00,2023-01-01,20,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,144.51521,1
2023-01-01T14:00:00-00:00,2023-01-01T15:00:00-00:00,2023-01-01,7,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,124.79816,1
2023-01-01T16:00:00-00:00,2023-01-01T17:00:00-00:00,2023-01-01,9,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,99.08752,1
2023-01-01T22:00:00-00:00,2023-01-01T23:00:00-00:00,2023-01-01,15,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,LMP,LMP_PRC,MEADS_2_N101,ALL,1,54.9433,1
2023-01-01T12:00:00-00:00,2023-01-01T13:00:00-00:00,2023-01-01,5,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,0,2
2023-01-02T05:00:00-00:00,2023-01-02T06:00:00-00:00,2023-01-01,22,0,MEADS_2_N101,MEADS_2_N101,MEADS_2_N101,DAM,MCC,LMP_CONG_PRC,MEADS_2_N101,ALL,1,0,2
