,datetime,OPR_DT,OPR_HR,MW
9493,2022-09-19 10:00:00-07:00,2022-09-19,11,47.17406
9499,2022-09-19 11:00:00-07:00,2022-09-19,12,44.90201
9480,2022-09-19 12:00:00-07:00,2022-09-19,13,46.78832
9503,2022-09-19 13:00:00-07:00,2022-09-19,14,46.99765
9502,2022-09-19 14:00:00-07:00,2022-09-19,15,50.9014
9482,2022-09-19 15:00:00-07:00,2022-09-19,16,58.65958
9481,2022-09-19 16:00:00-07:00,2022-09-19,17,62.41019
9484,2022-09-19 17:00:00-07:00,2022-09-19,18,80.45537
9497,2022-09-19 18:00:00-07:00,2022-09-19,19,97.16088
9483,2022-09-19 19:00:00-07:00,2022-09-19,20,97.886
9501,2022-09-19 20:00:00-07:00,2022-09-19,21,89.86185
9496,2022-09-19 21:00:00-07:00,2022-09-19,22,84.59322
9495,2022-09-19 22:00:00-07:00,2022-09-19,23,79.69948
9494,2022-09-19 23:00:00-07:00,2022-09-19,24,74.73561
9604,2022-09-20 00:00:00-07:00,2022-09-20,1,73.64958
9618,2022-09-20 01:00:00-07:00,2022-09-20,2,70.29857
9614,2022-09-20 02:00:00-07:00,2022-09-20,3,67.9624
9619,2022-09-20 03:00:00-07:00,2022-09-20,4,65.68793
9620,2022-09-20 04:00:00-07:00,2022-09-20,5,67.56578
9610,2022-09-20 05:00:00-07:00,2022-09-20,6,73.81774
9611,2022-09-20 06:00:00-07:00,2022-09-20,7,79.7323
9615,2022-09-20 07:00:00-07:00,2022-09-20,8,71.26302
9616,2022-09-20 08:00:00-07:00,2022-09-20,9,58.18479
9622,2022-09-20 09:00:00-07:00,2022-09-20,10,46.75402
9601,2022-09-20 10:00:00-07:00,2022-09-20,11,44.69247
9606,2022-09-20 11:00:00-07:00,2022-09-20,12,43.97355
9623,2022-09-20 12:00:00-07:00,2022-09-20,13,44.49833
9607,2022-09-20 13:00:00-07:00,2022-09-20,14,48.05924
9613,2022-09-20 14:00:00-07:00,2022-09-20,15,53.5824
9602,2022-09-20 15:00:00-07:00,2022-09-20,16,59.75147
9609,2022-09-20 16:00:00-07:00,2022-09-20,17,63.35858
9608,2022-09-20 17:00:00-07:00,2022-09-20,18,78.63721
9603,2022-09-20 18:00:00-07:00,2022-09-20,19,93.71317
9621,2022-09-20 19:00:00-07:00,2022-09-20,20,95.16805
9612,2022-09-20 20:00:00-07:00,2022-09-20,21,86.08972
9605,2022-09-20 21:00:00-07:00,2022-09-20,22,81.95019
9617,2022-09-20 22:00:00-07:00,2022-09-20,23,81.96049
9600,2022-09-20 23:00:00-07:00,2022-09-20,24,74.38
9721,2022-09-21 00:00:00-07:00,2022-09-21,1,82.43468
9742,2022-09-21 01:00:00-07:00,2022-09-21,2,73.90337
9731,2022-09-21 02:00:00-07:00,2022-09-21,3,68.92195
9739,2022-09-21 03:00:00-07:00,2022-09-21,4,69.11078
9738,2022-09-21 04:00:00-07:00,2022-09-21,5,71.78781
9736,2022-09-21 05:00:00-07:00,2022-09-21,6,82.01029
9725,2022-09-21 06:00:00-07:00,2022-09-21,7,86.50512
9729,2022-09-21 07:00:00-07:00,2022-09-21,8,76.25669
9723,2022-09-21 08:00:00-07:00,2022-09-21,9,59.06819
9728,2022-09-21 09:00:00-07:00,2022-09-21,10,55.18789
9740,2022-09-21 10:00:00-07:00,2022-09-21,11,55.3381
9743,2022-09-21 11:00:00-07:00,2022-09-21,12,52.32267
9733,2022-09-21 12:00:00-07:00,2022-09-21,13,51.37423
9720,2022-09-21 13:00:00-07:00,2022-09-21,14,55.65759
9722,2022-09-21 14:00:00-07:00,2022-09-21,15,58.42527
9732,2022-09-21 15:00:00-07:00,2022-09-21,16,61.0712
9724,2022-09-21 16:00:00-07:00,2022-09-21,17,62.64091
9735,2022-09-21 17:00:00-07:00,2022-09-21,18,78.3278
9737,2022-09-21 18:00:00-07:00,2022-09-21,19,98.43209
9741,2022-09-21 19:00:00-07:00,2022-09-21,20,97.59184
9726,2022-09-21 20:00:00-07:00,2022-09-21,21,85.50831
9734,2022-09-21 21:00:00-07:00,2022-09-21,22,80.66466
9730,2022-09-21 22:00:00-07:00,2022-09-21,23,76.1339
9727,2022-09-21 23:00:00-07:00,2022-09-21,24,71.69855
9857,2022-09-22 00:00:00-07:00,2022-09-22,1,66.90909
9860,2022-09-22 01:00:00-07:00,2022-09-22,2,63.84187
9843,2022-09-22 02:00:00-07:00,2022-09-22,3,63.38142
9846,2022-09-22 03:00:00-07:00,2022-09-22,4,63.05293
9856,2022-09-22 04:00:00-07:00,2022-09-22,5,63.44569
9851,2022-09-22 05:00:00-07:00,2022-09-22,6,70.35992
9855,2022-09-22 06:00:00-07:00,2022-09-22,7,79.62418
9842,2022-09-22 07:00:00-07:00,2022-09-22,8,64.05422
9850,2022-09-22 08:00:00-07:00,2022-09-22,9,54.66541
9847,2022-09-22 09:00:00-07:00,2022-09-22,10,44.66357
9840,2022-09-22 10:00:00-07:00,2022-09-22,11,43.28897
9863,2022-09-22 11:00:00-07:00,2022-09-22,12,44.02939
9862,2022-09-22 12:00:00-07:00,2022-09-22,13,48.23519
9853,2022-09-22 13:00:00-07:00,2022-09-22,14,55.0094
9849,2022-09-22 14:00:00-07:00,2022-09-22,15,58.81342
9859,2022-09-22 15:00:00-07:00,2022-09-22,16,62.93261
9858,2022-09-22 16:00:00-07:00,2022-09-22,17,66.82368
9861,2022-09-22 17:00:00-07:00,2022-09-22,18,86.19577
9854,2022-09-22 18:00:00-07:00,2022-09-22,19,112.68269
9852,2022-09-22 19:00:00-07:00,2022-09-22,20,105.80321
9845,2022-09-22 20:00:00-07:00,2022-09-22,21,90.42668
9841,2022-09-22 21:00:00-07:00,2022-09-22,22,85.9735
9848,2022-09-22 22:00:00-07:00,2022-09-22,23,80.91704
9844,2022-09-22 23:00:00-07:00,2022-09-22,24,77.24145
9980,2022-09-23 00:00:00-07:00,2022-09-23,1,69.37017
9976,2022-09-23 01:00:00-07:00,2022-09-23,2,67.67293
9974,2022-09-23 02:00:00-07:00,2022-09-23,3,63.0934
9967,2022-09-23 03:00:00-07:00,2022-09-23,4,62.31933
9977,2022-09-23 04:00:00-07:00,2022-09-23,5,63.82121
9981,2022-09-23 05:00:00-07:00,2022-09-23,6,71.4564
9982,2022-09-23 06:00:00-07:00,2022-09-23,7,76.63514
9983,2022-09-23 07:00:00-07:00,2022-09-23,8,64.20476
9979,2022-09-23 08:00:00-07:00,2022-09-23,9,51.98025
9969,2022-09-23 09:00:00-07:00,2022-09-23,10,39.67781
9970,2022-09-23 10:00:00-07:00,2022-09-23,11,39.89099
9971,2022-09-23 11:00:00-07:00,2022-09-23,12,45.4662
9965,2022-09-23 12:00:00-07:00,2022-09-23,13,52.07946
9962,2022-09-23 13:00:00-07:00,2022-09-23,14,57.26726
9972,2022-09-23 14:00:00-07:00,2022-09-23,15,60.79337
9963,2022-09-23 15:00:00-07:00,2022-09-23,16,69.66213
9961,2022-09-23 16:00:00-07:00,2022-09-23,17,74.29043
9966,2022-09-23 17:00:00-07:00,2022-09-23,18,94.9995
9973,2022-09-23 18:00:00-07:00,2022-09-23,19,121.92081
9975,2022-09-23 19:00:00-07:00,2022-09-23,20,107.25064
9978,2022-09-23 20:00:00-07:00,2022-09-23,21,94.44436
9968,2022-09-23 21:00:00-07:00,2022-09-23,22,87.77253
9964,2022-09-23 22:00:00-07:00,2022-09-23,23,82.3009
9960,2022-09-23 23:00:00-07:00,2022-09-23,24,77.22128
10094,2022-09-24 00:00:00-07:00,2022-09-24,1,64.48799
10089,2022-09-24 01:00:00-07:00,2022-09-24,2,62.72604
10090,2022-09-24 02:00:00-07:00,2022-09-24,3,63.22659
10085,2022-09-24 03:00:00-07:00,2022-09-24,4,60.9698
10101,2022-09-24 04:00:00-07:00,2022-09-24,5,61.41916
10091,2022-09-24 05:00:00-07:00,2022-09-24,6,63.648
10097,2022-09-24 06:00:00-07:00,2022-09-24,7,63.4057
10095,2022-09-24 07:00:00-07:00,2022-09-24,8,52.23869
10087,2022-09-24 08:00:00-07:00,2022-09-24,9,38.81548
10080,2022-09-24 09:00:00-07:00,2022-09-24,10,32.69252
10103,2022-09-24 10:00:00-07:00,2022-09-24,11,33.34309
10100,2022-09-24 11:00:00-07:00,2022-09-24,12,39.44596
10082,2022-09-24 12:00:00-07:00,2022-09-24,13,44.89664
10083,2022-09-24 13:00:00-07:00,2022-09-24,14,47.56783
10084,2022-09-24 14:00:00-07:00,2022-09-24,15,57.57485
10088,2022-09-24 15:00:00-07:00,2022-09-24,16,62.7302
10092,2022-09-24 16:00:00-07:00,2022-09-24,17,69.05087
10093,2022-09-24 17:00:00-07:00,2022-09-24,18,86.89531
10098,2022-09-24 18:00:00-07:00,2022-09-24,19,121.78276
10102,2022-09-24 19:00:00-07:00,2022-09-24,20,98.61723
10099,2022-09-24 20:00:00-07:00,2022-09-24,21,85.81796
10081,2022-09-24 21:00:00-07:00,2022-09-24,22,77.48882
10096,2022-09-24 22:00:00-07:00,2022-09-24,23,73.49642
10086,2022-09-24 23:00:00-07:00,2022-09-24,24,69.00038
10204,2022-09-25 00:00:00-07:00,2022-09-25,1,69.79725
10217,2022-09-25 01:00:00-07:00,2022-09-25,2,65.63363
10218,2022-09-25 02:00:00-07:00,2022-09-25,3,65.71069
10223,2022-09-25 03:00:00-07:00,2022-09-25,4,65.03628
10221,2022-09-25 04:00:00-07:00,2022-09-25,5,65.22096
10222,2022-09-25 05:00:00-07:00,2022-09-25,6,63.41656
10208,2022-09-25 06:00:00-07:00,2022-09-25,7,63.98914
10212,2022-09-25 07:00:00-07:00,2022-09-25,8,56.95664
10214,2022-09-25 08:00:00-07:00,2022-09-25,9,38.43282
10215,2022-09-25 09:00:00-07:00,2022-09-25,10,31.1974
10200,2022-09-25 10:00:00-07:00,2022-09-25,11,32.74677
10202,2022-09-25 11:00:00-07:00,2022-09-25,12,41.70953
10211,2022-09-25 12:00:00-07:00,2022-09-25,13,45.76609
10216,2022-09-25 13:00:00-07:00,2022-09-25,14,50.78522
10203,2022-09-25 14:00:00-07:00,2022-09-25,15,57.89732
10220,2022-09-25 15:00:00-07:00,2022-09-25,16,67.2491
10213,2022-09-25 16:00:00-07:00,2022-09-25,17,76.28562
10205,2022-09-25 17:00:00-07:00,2022-09-25,18,98.95732
10209,2022-09-25 18:00:00-07:00,2022-09-25,19,129.55
10206,2022-09-25 19:00:00-07:00,2022-09-25,20,107.5495
10201,2022-09-25 20:00:00-07:00,2022-09-25,21,95.72661
10207,2022-09-25 21:00:00-07:00,2022-09-25,22,88.97092
10219,2022-09-25 22:00:00-07:00,2022-09-25,23,81.56268
10210,2022-09-25 23:00:00-07:00,2022-09-25,24,73.53584
10332,2022-09-26 00:00:00-07:00,2022-09-26,1,67.7266
10327,2022-09-26 01:00:00-07:00,2022-09-26,2,67.24615
10334,2022-09-26 02:00:00-07:00,2022-09-26,3,64.02301
10321,2022-09-26 03:00:00-07:00,2022-09-26,4,63.63554
10323,2022-09-26 04:00:00-07:00,2022-09-26,5,63.86686
10325,2022-09-26 05:00:00-07:00,2022-09-26,6,69.97629
10341,2022-09-26 06:00:00-07:00,2022-09-26,7,79.6011
10326,2022-09-26 07:00:00-07:00,2022-09-26,8,72.62728
10331,2022-09-26 08:00:00-07:00,2022-09-26,9,55.09677
10336,2022-09-26 09:00:00-07:00,2022-09-26,10,52.72917
10339,2022-09-26 10:00:00-07:00,2022-09-26,11,56.24611
10333,2022-09-26 11:00:00-07:00,2022-09-26,12,57.8332
10330,2022-09-26 12:00:00-07:00,2022-09-26,13,63.50664
10328,2022-09-26 13:00:00-07:00,2022-09-26,14,70.85857
10329,2022-09-26 14:00:00-07:00,2022-09-26,15,74.5936
10340,2022-09-26 15:00:00-07:00,2022-09-26,16,89.88781
10335,2022-09-26 16:00:00-07:00,2022-09-26,17,103.42689
10338,2022-09-26 17:00:00-07:00,2022-09-26,18,153.75842
10324,2022-09-26 18:00:00-07:00,2022-09-26,19,227.41798
10320,2022-09-26 19:00:00-07:00,2022-09-26,20,155.83849
10322,2022-09-26 20:00:00-07:00,2022-09-26,21,109.642
10342,2022-09-26 21:00:00-07:00,2022-09-26,22,95.15532
10343,2022-09-26 22:00:00-07:00,2022-09-26,23,86.15658
10337,2022-09-26 23:00:00-07:00,2022-09-26,24,76.5117
10454,2022-09-27 00:00:00-07:00,2022-09-27,1,73.02182
10443,2022-09-27 01:00:00-07:00,2022-09-27,2,73.76424
10459,2022-09-27 02:00:00-07:00,2022-09-27,3,69.45381
10449,2022-09-27 03:00:00-07:00,2022-09-27,4,67.66492
10442,2022-09-27 04:00:00-07:00,2022-09-27,5,68.10793
10441,2022-09-27 05:00:00-07:00,2022-09-27,6,77.75293
10452,2022-09-27 06:00:00-07:00,2022-09-27,7,82.54635
10447,2022-09-27 07:00:00-07:00,2022-09-27,8,74.25414
10458,2022-09-27 08:00:00-07:00,2022-09-27,9,56.64955
10445,2022-09-27 09:00:00-07:00,2022-09-27,10,54.91261
10444,2022-09-27 10:00:00-07:00,2022-09-27,11,55.62692
10451,2022-09-27 11:00:00-07:00,2022-09-27,12,59.66277
10462,2022-09-27 12:00:00-07:00,2022-09-27,13,60.94162
10450,2022-09-27 13:00:00-07:00,2022-09-27,14,69.64891
10456,2022-09-27 14:00:00-07:00,2022-09-27,15,75.0175
10455,2022-09-27 15:00:00-07:00,2022-09-27,16,86.94219
10460,2022-09-27 16:00:00-07:00,2022-09-27,17,107.52143
10453,2022-09-27 17:00:00-07:00,2022-09-27,18,170.75629
10446,2022-09-27 18:00:00-07:00,2022-09-27,19,258.05225
10461,2022-09-27 19:00:00-07:00,2022-09-27,20,154.32512
10440,2022-09-27 20:00:00-07:00,2022-09-27,21,123.87055
10448,2022-09-27 21:00:00-07:00,2022-09-27,22,106.25495
10457,2022-09-27 22:00:00-07:00,2022-09-27,23,91.6073
10463,2022-09-27 23:00:00-07:00,2022-09-27,24,81.55424
10580,2022-09-28 00:00:00-07:00,2022-09-28,1,72.84153
10578,2022-09-28 01:00:00-07:00,2022-09-28,2,70.90593
10581,2022-09-28 02:00:00-07:00,2022-09-28,3,65.26032
10562,2022-09-28 03:00:00-07:00,2022-09-28,4,64.64185
10575,2022-09-28 04:00:00-07:00,2022-09-28,5,66.00616
10582,2022-09-28 05:00:00-07:00,2022-09-28,6,75.81097
10572,2022-09-28 06:00:00-07:00,2022-09-28,7,77.64706
10564,2022-09-28 07:00:00-07:00,2022-09-28,8,70.64281
10569,2022-09-28 08:00:00-07:00,2022-09-28,9,54.55444
10565,2022-09-28 09:00:00-07:00,2022-09-28,10,51.12317
10566,2022-09-28 10:00:00-07:00,2022-09-28,11,51.49694
10560,2022-09-28 11:00:00-07:00,2022-09-28,12,57.48635
10567,2022-09-28 12:00:00-07:00,2022-09-28,13,63.25717
10568,2022-09-28 13:00:00-07:00,2022-09-28,14,75.37377
10570,2022-09-28 14:00:00-07:00,2022-09-28,15,89.34071
10571,2022-09-28 15:00:00-07:00,2022-09-28,16,102.19567
10561,2022-09-28 16:00:00-07:00,2022-09-28,17,115.82652
10573,2022-09-28 17:00:00-07:00,2022-09-28,18,135.50272
10574,2022-09-28 18:00:00-07:00,2022-09-28,19,232.94234
10563,2022-09-28 19:00:00-07:00,2022-09-28,20,133.97688
10583,2022-09-28 20:00:00-07:00,2022-09-28,21,116.62897
10576,2022-09-28 21:00:00-07:00,2022-09-28,22,94.47541
10579,2022-09-28 22:00:00-07:00,2022-09-28,23,82.68779
10577,2022-09-28 23:00:00-07:00,2022-09-28,24,76.52899
10689,2022-09-29 00:00:00-07:00,2022-09-29,1,67.98663
10688,2022-09-29 01:00:00-07:00,2022-09-29,2,63.02488
10693,2022-09-29 02:00:00-07:00,2022-09-29,3,61.06366
10687,2022-09-29 03:00:00-07:00,2022-09-29,4,59.0047
10698,2022-09-29 04:00:00-07:00,2022-09-29,5,62.6509
10697,2022-09-29 05:00:00-07:00,2022-09-29,6,67.92561
10680,2022-09-29 06:00:00-07:00,2022-09-29,7,70.82378
10695,2022-09-29 07:00:00-07:00,2022-09-29,8,63.42359
10686,2022-09-29 08:00:00-07:00,2022-09-29,9,48.10193
10700,2022-09-29 09:00:00-07:00,2022-09-29,10,46.56132
10691,2022-09-29 10:00:00-07:00,2022-09-29,11,46.78192
10690,2022-09-29 11:00:00-07:00,2022-09-29,12,48.44404
10682,2022-09-29 12:00:00-07:00,2022-09-29,13,51.8989
10694,2022-09-29 13:00:00-07:00,2022-09-29,14,56.93186
10699,2022-09-29 14:00:00-07:00,2022-09-29,15,61.18185
10683,2022-09-29 15:00:00-07:00,2022-09-29,16,63.36
10702,2022-09-29 16:00:00-07:00,2022-09-29,17,72.02587
10685,2022-09-29 17:00:00-07:00,2022-09-29,18,83.44251
10681,2022-09-29 18:00:00-07:00,2022-09-29,19,107.84387
10684,2022-09-29 19:00:00-07:00,2022-09-29,20,91.43745
10696,2022-09-29 20:00:00-07:00,2022-09-29,21,80.52797
10703,2022-09-29 21:00:00-07:00,2022-09-29,22,78.63025
10701,2022-09-29 22:00:00-07:00,2022-09-29,23,76.94568
10692,2022-09-29 23:00:00-07:00,2022-09-29,24,69.07735
10820,2022-09-30 00:00:00-07:00,2022-09-30,1,61.44371
10819,2022-09-30 01:00:00-07:00,2022-09-30,2,59.54288
10809,2022-09-30 02:00:00-07:00,2022-09-30,3,55.0116
10823,2022-09-30 03:00:00-07:00,2022-09-30,4,53.79424
10808,2022-09-30 04:00:00-07:00,2022-09-30,5,55.91082
10822,2022-09-30 05:00:00-07:00,2022-09-30,6,62.04357
10807,2022-09-30 06:00:00-07:00,2022-09-30,7,67.60296
10804,2022-09-30 07:00:00-07:00,2022-09-30,8,58.61825
10815,2022-09-30 08:00:00-07:00,2022-09-30,9,45.39315
10812,2022-09-30 09:00:00-07:00,2022-09-30,10,39.96196
10802,2022-09-30 10:00:00-07:00,2022-09-30,11,39.97453
10805,2022-09-30 11:00:00-07:00,2022-09-30,12,41.35103
10803,2022-09-30 12:00:00-07:00,2022-09-30,13,43.26309
10814,2022-09-30 13:00:00-07:00,2022-09-30,14,45.80872
10821,2022-09-30 14:00:00-07:00,2022-09-30,15,48.93722
10810,2022-09-30 15:00:00-07:00,2022-09-30,16,51.96538
10800,2022-09-30 16:00:00-07:00,2022-09-30,17,55.83777
10801,2022-09-30 17:00:00-07:00,2022-09-30,18,71.2539
10818,2022-09-30 18:00:00-07:00,2022-09-30,19,84.57004
10806,2022-09-30 19:00:00-07:00,2022-09-30,20,75.1261
10816,2022-09-30 20:00:00-07:00,2022-09-30,21,70.65138
10817,2022-09-30 21:00:00-07:00,2022-09-30,22,69.43337
10813,2022-09-30 22:00:00-07:00,2022-09-30,23,66.40222
10811,2022-09-30 23:00:00-07:00,2022-09-30,24,61.43926
32653,2022-10-01 00:00:00-07:00,2022-10-01,1,60.47598
32652,2022-10-01 01:00:00-07:00,2022-10-01,2,58.06102
32660,2022-10-01 02:00:00-07:00,2022-10-01,3,56.21624
32657,2022-10-01 03:00:00-07:00,2022-10-01,4,54.74638
32643,2022-10-01 04:00:00-07:00,2022-10-01,5,55.00063
32648,2022-10-01 05:00:00-07:00,2022-10-01,6,56.25534
32651,2022-10-01 06:00:00-07:00,2022-10-01,7,62.88726
32646,2022-10-01 07:00:00-07:00,2022-10-01,8,52.60245
32656,2022-10-01 08:00:00-07:00,2022-10-01,9,38.88731
32663,2022-10-01 09:00:00-07:00,2022-10-01,10,28.42414
32641,2022-10-01 10:00:00-07:00,2022-10-01,11,24.3319
32644,2022-10-01 11:00:00-07:00,2022-10-01,12,26.65878
32661,2022-10-01 12:00:00-07:00,2022-10-01,13,29.14477
32647,2022-10-01 13:00:00-07:00,2022-10-01,14,33.9053
32640,2022-10-01 14:00:00-07:00,2022-10-01,15,39.32127
32662,2022-10-01 15:00:00-07:00,2022-10-01,16,42.13954
32659,2022-10-01 16:00:00-07:00,2022-10-01,17,46.19
32642,2022-10-01 17:00:00-07:00,2022-10-01,18,64.89508
32658,2022-10-01 18:00:00-07:00,2022-10-01,19,75.69206
32649,2022-10-01 19:00:00-07:00,2022-10-01,20,71.11231
32645,2022-10-01 20:00:00-07:00,2022-10-01,21,68.13091
32650,2022-10-01 21:00:00-07:00,2022-10-01,22,66.70753
32655,2022-10-01 22:00:00-07:00,2022-10-01,23,64.52199
32654,2022-10-01 23:00:00-07:00,2022-10-01,24,59.95282
32775,2022-10-02 00:00:00-07:00,2022-10-02,1,60.72755
32773,2022-10-02 01:00:00-07:00,2022-10-02,2,58.63067
32776,2022-10-02 02:00:00-07:00,2022-10-02,3,56.84667
32777,2022-10-02 03:00:00-07:00,2022-10-02,4,55.34533
32783,2022-10-02 04:00:00-07:00,2022-10-02,5,57.3172
32766,2022-10-02 05:00:00-07:00,2022-10-02,6,59.39183
32771,2022-10-02 06:00:00-07:00,2022-10-02,7,63.30875
32781,2022-10-02 07:00:00-07:00,2022-10-02,8,48.94582
32768,2022-10-02 08:00:00-07:00,2022-10-02,9,35.10097
32769,2022-10-02 09:00:00-07:00,2022-10-02,10,27.56502
32770,2022-10-02 10:00:00-07:00,2022-10-02,11,23.21668
32772,2022-10-02 11:00:00-07:00,2022-10-02,12,23.9237
32760,2022-10-02 12:00:00-07:00,2022-10-02,13,25.62594
32774,2022-10-02 13:00:00-07:00,2022-10-02,14,30.13015
32763,2022-10-02 14:00:00-07:00,2022-10-02,15,34.84076
32764,2022-10-02 15:00:00-07:00,2022-10-02,16,40.82954
32765,2022-10-02 16:00:00-07:00,2022-10-02,17,46.34922
32780,2022-10-02 17:00:00-07:00,2022-10-02,18,64.11353
32767,2022-10-02 18:00:00-07:00,2022-10-02,19,79.758
32779,2022-10-02 19:00:00-07:00,2022-10-02,20,73.53947
32782,2022-10-02 20:00:00-07:00,2022-10-02,21,68.06479
32761,2022-10-02 21:00:00-07:00,2022-10-02,22,65.09327
32762,2022-10-02 22:00:00-07:00,2022-10-02,23,62.22301
32778,2022-10-02 23:00:00-07:00,2022-10-02,24,59.02249
32901,2022-10-03 00:00:00-07:00,2022-10-03,1,56.98394
32885,2022-10-03 01:00:00-07:00,2022-10-03,2,55.00589
32888,2022-10-03 02:00:00-07:00,2022-10-03,3,54.13007
32893,2022-10-03 03:00:00-07:00,2022-10-03,4,54.43071
32891,2022-10-03 04:00:00-07:00,2022-10-03,5,56.42142
32896,2022-10-03 05:00:00-07:00,2022-10-03,6,62.32841
32892,2022-10-03 06:00:00-07:00,2022-10-03,7,81.17297
32880,2022-10-03 07:00:00-07:00,2022-10-03,8,69.3809
32903,2022-10-03 08:00:00-07:00,2022-10-03,9,45.8277
32881,2022-10-03 09:00:00-07:00,2022-10-03,10,38.71996
32882,2022-10-03 10:00:00-07:00,2022-10-03,11,32.03014
32883,2022-10-03 11:00:00-07:00,2022-10-03,12,33.9674
32898,2022-10-03 12:00:00-07:00,2022-10-03,13,34.59175
32886,2022-10-03 13:00:00-07:00,2022-10-03,14,37.11127
32899,2022-10-03 14:00:00-07:00,2022-10-03,15,41.66311
32895,2022-10-03 15:00:00-07:00,2022-10-03,16,49.36713
32889,2022-10-03 16:00:00-07:00,2022-10-03,17,61.80711
32890,2022-10-03 17:00:00-07:00,2022-10-03,18,77.8787
32900,2022-10-03 18:00:00-07:00,2022-10-03,19,94.96013
32887,2022-10-03 19:00:00-07:00,2022-10-03,20,85.12236
32884,2022-10-03 20:00:00-07:00,2022-10-03,21,75.82342
32897,2022-10-03 21:00:00-07:00,2022-10-03,22,74.33286
32894,2022-10-03 22:00:00-07:00,2022-10-03,23,66.2936
32902,2022-10-03 23:00:00-07:00,2022-10-03,24,63.52596
33009,2022-10-04 00:00:00-07:00,2022-10-04,1,62.77665
33012,2022-10-04 01:00:00-07:00,2022-10-04,2,57.29124
33015,2022-10-04 02:00:00-07:00,2022-10-04,3,57.28669
33016,2022-10-04 03:00:00-07:00,2022-10-04,4,57.60994
33017,2022-10-04 04:00:00-07:00,2022-10-04,5,59.01114
33004,2022-10-04 05:00:00-07:00,2022-10-04,6,69.49098
33010,2022-10-04 06:00:00-07:00,2022-10-04,7,86.15191
33011,2022-10-04 07:00:00-07:00,2022-10-04,8,72.51724
33018,2022-10-04 08:00:00-07:00,2022-10-04,9,50.51899
33021,2022-10-04 09:00:00-07:00,2022-10-04,10,47.24613
33019,2022-10-04 10:00:00-07:00,2022-10-04,11,45.65093
33007,2022-10-04 11:00:00-07:00,2022-10-04,12,47.41146
33022,2022-10-04 12:00:00-07:00,2022-10-04,13,47.78591
33002,2022-10-04 13:00:00-07:00,2022-10-04,14,52.69176
33014,2022-10-04 14:00:00-07:00,2022-10-04,15,56.63577
33003,2022-10-04 15:00:00-07:00,2022-10-04,16,62.54009
33023,2022-10-04 16:00:00-07:00,2022-10-04,17,72.63423
33000,2022-10-04 17:00:00-07:00,2022-10-04,18,88.84959
33008,2022-10-04 18:00:00-07:00,2022-10-04,19,122.32776
33001,2022-10-04 19:00:00-07:00,2022-10-04,20,91.25556
33005,2022-10-04 20:00:00-07:00,2022-10-04,21,86.32629
33013,2022-10-04 21:00:00-07:00,2022-10-04,22,83.27985
33020,2022-10-04 22:00:00-07:00,2022-10-04,23,69.80118
33006,2022-10-04 23:00:00-07:00,2022-10-04,24,68.52932
33143,2022-10-05 00:00:00-07:00,2022-10-05,1,71.74138
33127,2022-10-05 01:00:00-07:00,2022-10-05,2,65.17272
33125,2022-10-05 02:00:00-07:00,2022-10-05,3,63.15783
33128,2022-10-05 03:00:00-07:00,2022-10-05,4,62.7437
33129,2022-10-05 04:00:00-07:00,2022-10-05,5,66.59628
33138,2022-10-05 05:00:00-07:00,2022-10-05,6,73.50088
33130,2022-10-05 06:00:00-07:00,2022-10-05,7,88.02357
33142,2022-10-05 07:00:00-07:00,2022-10-05,8,79.90728
33131,2022-10-05 08:00:00-07:00,2022-10-05,9,59.50422
33121,2022-10-05 09:00:00-07:00,2022-10-05,10,54.44256
33133,2022-10-05 10:00:00-07:00,2022-10-05,11,46.63291
33140,2022-10-05 11:00:00-07:00,2022-10-05,12,53.08965
33123,2022-10-05 12:00:00-07:00,2022-10-05,13,57.35583
33134,2022-10-05 13:00:00-07:00,2022-10-05,14,62.95574
33135,2022-10-05 14:00:00-07:00,2022-10-05,15,66.71684
33120,2022-10-05 15:00:00-07:00,2022-10-05,16,72.44889
33124,2022-10-05 16:00:00-07:00,2022-10-05,17,78.20653
33136,2022-10-05 17:00:00-07:00,2022-10-05,18,96.64494
33137,2022-10-05 18:00:00-07:00,2022-10-05,19,136.04567
33141,2022-10-05 19:00:00-07:00,2022-10-05,20,101.48278
33139,2022-10-05 20:00:00-07:00,2022-10-05,21,88.5831
33126,2022-10-05 21:00:00-07:00,2022-10-05,22,85.7886
33122,2022-10-05 22:00:00-07:00,2022-10-05,23,76.65126
33132,2022-10-05 23:00:00-07:00,2022-10-05,24,71.96269
33248,2022-10-06 00:00:00-07:00,2022-10-06,1,72.96923
33249,2022-10-06 01:00:00-07:00,2022-10-06,2,68.21774
33257,2022-10-06 02:00:00-07:00,2022-10-06,3,66.60813
33246,2022-10-06 03:00:00-07:00,2022-10-06,4,66.59284
33244,2022-10-06 04:00:00-07:00,2022-10-06,5,66.9381
33247,2022-10-06 05:00:00-07:00,2022-10-06,6,78.10227
33251,2022-10-06 06:00:00-07:00,2022-10-06,7,88.72193
33258,2022-10-06 07:00:00-07:00,2022-10-06,8,80.58891
33252,2022-10-06 08:00:00-07:00,2022-10-06,9,62.76675
33241,2022-10-06 09:00:00-07:00,2022-10-06,10,48.59111
33255,2022-10-06 10:00:00-07:00,2022-10-06,11,46.52234
33254,2022-10-06 11:00:00-07:00,2022-10-06,12,52.90896
33256,2022-10-06 12:00:00-07:00,2022-10-06,13,55.35808
