,datetime,OPR_DT,OPR_HR,MW
25338,2022-01-01 00:00:00-08:00,1/1/2022,1,57.11475
25339,2022-01-01 01:00:00-08:00,1/1/2022,2,59.54397
25331,2022-01-01 02:00:00-08:00,1/1/2022,3,56.5536
25328,2022-01-01 03:00:00-08:00,1/1/2022,4,57.37142
25320,2022-01-01 04:00:00-08:00,1/1/2022,5,59.34718
25343,2022-01-01 05:00:00-08:00,1/1/2022,6,73.45707
25341,2022-01-01 06:00:00-08:00,1/1/2022,7,80.58362
25325,2022-01-01 07:00:00-08:00,1/1/2022,8,73.41756
25342,2022-01-01 08:00:00-08:00,1/1/2022,9,51.4256
25332,2022-01-01 09:00:00-08:00,1/1/2022,10,37.7742
25327,2022-01-01 10:00:00-08:00,1/1/2022,11,32.7693
25333,2022-01-01 11:00:00-08:00,1/1/2022,12,26.23261
25334,2022-01-01 12:00:00-08:00,1/1/2022,13,25.52454
25322,2022-01-01 13:00:00-08:00,1/1/2022,14,27.6006
25323,2022-01-01 14:00:00-08:00,1/1/2022,15,30.66906
25335,2022-01-01 15:00:00-08:00,1/1/2022,16,52.85287
25336,2022-01-01 16:00:00-08:00,1/1/2022,17,79.7325
25326,2022-01-01 17:00:00-08:00,1/1/2022,18,88.95442
25340,2022-01-01 18:00:00-08:00,1/1/2022,19,88.96255
25324,2022-01-01 19:00:00-08:00,1/1/2022,20,85.4055
25337,2022-01-01 20:00:00-08:00,1/1/2022,21,80.29306
25329,2022-01-01 21:00:00-08:00,1/1/2022,22,77.15872
25321,2022-01-01 22:00:00-08:00,1/1/2022,23,73.8772
25330,2022-01-01 23:00:00-08:00,1/1/2022,24,64.09019
25452,2022-01-02 00:00:00-08:00,1/2/2022,1,64.01535
25461,2022-01-02 01:00:00-08:00,1/2/2022,2,61.66849
25447,2022-01-02 02:00:00-08:00,1/2/2022,3,61.32315
25450,2022-01-02 03:00:00-08:00,1/2/2022,4,60.95463
25457,2022-01-02 04:00:00-08:00,1/2/2022,5,62.95759
25441,2022-01-02 05:00:00-08:00,1/2/2022,6,71.47368
25444,2022-01-02 06:00:00-08:00,1/2/2022,7,73.5451
25458,2022-01-02 07:00:00-08:00,1/2/2022,8,69.11139
25459,2022-01-02 08:00:00-08:00,1/2/2022,9,50.53256
25451,2022-01-02 09:00:00-08:00,1/2/2022,10,37.78227
25440,2022-01-02 10:00:00-08:00,1/2/2022,11,30.90932
25454,2022-01-02 11:00:00-08:00,1/2/2022,12,26.23363
25463,2022-01-02 12:00:00-08:00,1/2/2022,13,24.68001
25448,2022-01-02 13:00:00-08:00,1/2/2022,14,25.39718
25449,2022-01-02 14:00:00-08:00,1/2/2022,15,29.44642
25455,2022-01-02 15:00:00-08:00,1/2/2022,16,50.86939
25442,2022-01-02 16:00:00-08:00,1/2/2022,17,74.18695
25456,2022-01-02 17:00:00-08:00,1/2/2022,18,88.58119
25460,2022-01-02 18:00:00-08:00,1/2/2022,19,85.97229
25446,2022-01-02 19:00:00-08:00,1/2/2022,20,84.65745
25443,2022-01-02 20:00:00-08:00,1/2/2022,21,80.93183
25445,2022-01-02 21:00:00-08:00,1/2/2022,22,74.38736
25453,2022-01-02 22:00:00-08:00,1/2/2022,23,69.02426
25462,2022-01-02 23:00:00-08:00,1/2/2022,24,66.48871
25566,2022-01-03 00:00:00-08:00,1/3/2022,1,64.86687
25567,2022-01-03 01:00:00-08:00,1/3/2022,2,64.17055
25574,2022-01-03 02:00:00-08:00,1/3/2022,3,63.81596
25578,2022-01-03 03:00:00-08:00,1/3/2022,4,63.26414
25579,2022-01-03 04:00:00-08:00,1/3/2022,5,65.29651
25568,2022-01-03 05:00:00-08:00,1/3/2022,6,75.90283
25576,2022-01-03 06:00:00-08:00,1/3/2022,7,100.37823
25583,2022-01-03 07:00:00-08:00,1/3/2022,8,96.19937
25562,2022-01-03 08:00:00-08:00,1/3/2022,9,71.52451
25563,2022-01-03 09:00:00-08:00,1/3/2022,10,58.71709
25564,2022-01-03 10:00:00-08:00,1/3/2022,11,49.12361
25581,2022-01-03 11:00:00-08:00,1/3/2022,12,47.70781
25561,2022-01-03 12:00:00-08:00,1/3/2022,13,46.95622
25572,2022-01-03 13:00:00-08:00,1/3/2022,14,45.42399
25565,2022-01-03 14:00:00-08:00,1/3/2022,15,47.85465
25577,2022-01-03 15:00:00-08:00,1/3/2022,16,58.53107
25560,2022-01-03 16:00:00-08:00,1/3/2022,17,87.22309
25582,2022-01-03 17:00:00-08:00,1/3/2022,18,116.25968
25575,2022-01-03 18:00:00-08:00,1/3/2022,19,104.17626
25570,2022-01-03 19:00:00-08:00,1/3/2022,20,94.94888
25573,2022-01-03 20:00:00-08:00,1/3/2022,21,86.13713
25571,2022-01-03 21:00:00-08:00,1/3/2022,22,75.61179
25580,2022-01-03 22:00:00-08:00,1/3/2022,23,72.78779
25569,2022-01-03 23:00:00-08:00,1/3/2022,24,65.46188
25683,2022-01-04 00:00:00-08:00,1/4/2022,1,53.09213
25687,2022-01-04 01:00:00-08:00,1/4/2022,2,50.89428
25680,2022-01-04 02:00:00-08:00,1/4/2022,3,50.39062
25702,2022-01-04 03:00:00-08:00,1/4/2022,4,49.93012
25692,2022-01-04 04:00:00-08:00,1/4/2022,5,50.70654
25700,2022-01-04 05:00:00-08:00,1/4/2022,6,58.61136
25693,2022-01-04 06:00:00-08:00,1/4/2022,7,81.46525
25696,2022-01-04 07:00:00-08:00,1/4/2022,8,77.46073
25688,2022-01-04 08:00:00-08:00,1/4/2022,9,57.64088
25703,2022-01-04 09:00:00-08:00,1/4/2022,10,48.29328
25685,2022-01-04 10:00:00-08:00,1/4/2022,11,40.24025
25694,2022-01-04 11:00:00-08:00,1/4/2022,12,34.8546
25695,2022-01-04 12:00:00-08:00,1/4/2022,13,34.28456
25698,2022-01-04 13:00:00-08:00,1/4/2022,14,35.49125
25699,2022-01-04 14:00:00-08:00,1/4/2022,15,40.02793
25682,2022-01-04 15:00:00-08:00,1/4/2022,16,55.84607
25690,2022-01-04 16:00:00-08:00,1/4/2022,17,77.6089
25691,2022-01-04 17:00:00-08:00,1/4/2022,18,91.0416
25701,2022-01-04 18:00:00-08:00,1/4/2022,19,85.27765
25681,2022-01-04 19:00:00-08:00,1/4/2022,20,78.9095
25686,2022-01-04 20:00:00-08:00,1/4/2022,21,77.15445
25689,2022-01-04 21:00:00-08:00,1/4/2022,22,68.78388
25697,2022-01-04 22:00:00-08:00,1/4/2022,23,60.33151
25684,2022-01-04 23:00:00-08:00,1/4/2022,24,57.75597
25822,2022-01-05 00:00:00-08:00,1/5/2022,1,51.0483
25804,2022-01-05 01:00:00-08:00,1/5/2022,2,48.59119
25818,2022-01-05 02:00:00-08:00,1/5/2022,3,47.62238
25819,2022-01-05 03:00:00-08:00,1/5/2022,4,46.9859
25823,2022-01-05 04:00:00-08:00,1/5/2022,5,47.43262
25805,2022-01-05 05:00:00-08:00,1/5/2022,6,55.00362
25820,2022-01-05 06:00:00-08:00,1/5/2022,7,75.98966
25813,2022-01-05 07:00:00-08:00,1/5/2022,8,76.22998
25806,2022-01-05 08:00:00-08:00,1/5/2022,9,55.42685
25816,2022-01-05 09:00:00-08:00,1/5/2022,10,46.58559
25800,2022-01-05 10:00:00-08:00,1/5/2022,11,41.6357
25802,2022-01-05 11:00:00-08:00,1/5/2022,12,37.5861
25817,2022-01-05 12:00:00-08:00,1/5/2022,13,36.5591
25803,2022-01-05 13:00:00-08:00,1/5/2022,14,37.19085
25809,2022-01-05 14:00:00-08:00,1/5/2022,15,41.62441
25810,2022-01-05 15:00:00-08:00,1/5/2022,16,56.17447
25811,2022-01-05 16:00:00-08:00,1/5/2022,17,78.53941
25821,2022-01-05 17:00:00-08:00,1/5/2022,18,89.26357
25812,2022-01-05 18:00:00-08:00,1/5/2022,19,82.94957
25807,2022-01-05 19:00:00-08:00,1/5/2022,20,77.45196
25815,2022-01-05 20:00:00-08:00,1/5/2022,21,74.38308
25814,2022-01-05 21:00:00-08:00,1/5/2022,22,69.11032
25808,2022-01-05 22:00:00-08:00,1/5/2022,23,61.18825
25801,2022-01-05 23:00:00-08:00,1/5/2022,24,54.54429
25933,2022-01-06 00:00:00-08:00,1/6/2022,1,46.62884
25939,2022-01-06 01:00:00-08:00,1/6/2022,2,45.4567
25929,2022-01-06 02:00:00-08:00,1/6/2022,3,45.35893
25924,2022-01-06 03:00:00-08:00,1/6/2022,4,45.49206
25921,2022-01-06 04:00:00-08:00,1/6/2022,5,46.90215
25936,2022-01-06 05:00:00-08:00,1/6/2022,6,55.20517
25934,2022-01-06 06:00:00-08:00,1/6/2022,7,54.84168
25922,2022-01-06 07:00:00-08:00,1/6/2022,8,60.53
25937,2022-01-06 08:00:00-08:00,1/6/2022,9,53.43802
25941,2022-01-06 09:00:00-08:00,1/6/2022,10,46.81901
25920,2022-01-06 10:00:00-08:00,1/6/2022,11,38.84083
25923,2022-01-06 11:00:00-08:00,1/6/2022,12,34.78453
25926,2022-01-06 12:00:00-08:00,1/6/2022,13,34.14591
25938,2022-01-06 13:00:00-08:00,1/6/2022,14,34.00773
25942,2022-01-06 14:00:00-08:00,1/6/2022,15,37.08984
25932,2022-01-06 15:00:00-08:00,1/6/2022,16,50.87419
25927,2022-01-06 16:00:00-08:00,1/6/2022,17,53.33515
25935,2022-01-06 17:00:00-08:00,1/6/2022,18,51.43022
25943,2022-01-06 18:00:00-08:00,1/6/2022,19,60.53
25928,2022-01-06 19:00:00-08:00,1/6/2022,20,60.53
25930,2022-01-06 20:00:00-08:00,1/6/2022,21,60.53
25931,2022-01-06 21:00:00-08:00,1/6/2022,22,54.38168
25940,2022-01-06 22:00:00-08:00,1/6/2022,23,56.31077
25925,2022-01-06 23:00:00-08:00,1/6/2022,24,52.39907
26051,2022-01-07 00:00:00-08:00,1/7/2022,1,48.80355
26040,2022-01-07 01:00:00-08:00,1/7/2022,2,47.22528
26063,2022-01-07 02:00:00-08:00,1/7/2022,3,44.97614
26048,2022-01-07 03:00:00-08:00,1/7/2022,4,44.30161
26055,2022-01-07 04:00:00-08:00,1/7/2022,5,44.17736
26043,2022-01-07 05:00:00-08:00,1/7/2022,6,51.65212
26044,2022-01-07 06:00:00-08:00,1/7/2022,7,65.0
26062,2022-01-07 07:00:00-08:00,1/7/2022,8,59.63642
26050,2022-01-07 08:00:00-08:00,1/7/2022,9,49.57568
26041,2022-01-07 09:00:00-08:00,1/7/2022,10,44.50484
26053,2022-01-07 10:00:00-08:00,1/7/2022,11,38.31067
26061,2022-01-07 11:00:00-08:00,1/7/2022,12,32.4245
26049,2022-01-07 12:00:00-08:00,1/7/2022,13,32.27719
26060,2022-01-07 13:00:00-08:00,1/7/2022,14,30.63529
26059,2022-01-07 14:00:00-08:00,1/7/2022,15,37.44307
26052,2022-01-07 15:00:00-08:00,1/7/2022,16,46.30732
26058,2022-01-07 16:00:00-08:00,1/7/2022,17,57.98116
26057,2022-01-07 17:00:00-08:00,1/7/2022,18,68.19232
26046,2022-01-07 18:00:00-08:00,1/7/2022,19,63.83563
26056,2022-01-07 19:00:00-08:00,1/7/2022,20,59.24353
26045,2022-01-07 20:00:00-08:00,1/7/2022,21,57.34491
26042,2022-01-07 21:00:00-08:00,1/7/2022,22,54.69473
26054,2022-01-07 22:00:00-08:00,1/7/2022,23,51.90949
26047,2022-01-07 23:00:00-08:00,1/7/2022,24,50.75055
26173,2022-01-08 00:00:00-08:00,1/8/2022,1,43.05531
26180,2022-01-08 01:00:00-08:00,1/8/2022,2,41.39639
26165,2022-01-08 02:00:00-08:00,1/8/2022,3,41.60894
26181,2022-01-08 03:00:00-08:00,1/8/2022,4,41.32373
26183,2022-01-08 04:00:00-08:00,1/8/2022,5,41.29728
26176,2022-01-08 05:00:00-08:00,1/8/2022,6,43.52288
26177,2022-01-08 06:00:00-08:00,1/8/2022,7,51.95657
26171,2022-01-08 07:00:00-08:00,1/8/2022,8,52.67491
26168,2022-01-08 08:00:00-08:00,1/8/2022,9,42.96353
26162,2022-01-08 09:00:00-08:00,1/8/2022,10,38.95647
26178,2022-01-08 10:00:00-08:00,1/8/2022,11,35.89413
26163,2022-01-08 11:00:00-08:00,1/8/2022,12,29.58095
26179,2022-01-08 12:00:00-08:00,1/8/2022,13,25.8425
26174,2022-01-08 13:00:00-08:00,1/8/2022,14,23.26276
26166,2022-01-08 14:00:00-08:00,1/8/2022,15,25.40785
26172,2022-01-08 15:00:00-08:00,1/8/2022,16,39.77807
26175,2022-01-08 16:00:00-08:00,1/8/2022,17,59.66839
26164,2022-01-08 17:00:00-08:00,1/8/2022,18,72.35351
26160,2022-01-08 18:00:00-08:00,1/8/2022,19,72.72101
26169,2022-01-08 19:00:00-08:00,1/8/2022,20,63.95131
26170,2022-01-08 20:00:00-08:00,1/8/2022,21,62.49383
26182,2022-01-08 21:00:00-08:00,1/8/2022,22,57.06035
26167,2022-01-08 22:00:00-08:00,1/8/2022,23,52.28166
26161,2022-01-08 23:00:00-08:00,1/8/2022,24,46.38102
26299,2022-01-09 00:00:00-08:00,1/9/2022,1,44.57635
26303,2022-01-09 01:00:00-08:00,1/9/2022,2,45.24132
26288,2022-01-09 02:00:00-08:00,1/9/2022,3,44.25203
26281,2022-01-09 03:00:00-08:00,1/9/2022,4,45.07571
26287,2022-01-09 04:00:00-08:00,1/9/2022,5,45.29056
26286,2022-01-09 05:00:00-08:00,1/9/2022,6,48.80428
26297,2022-01-09 06:00:00-08:00,1/9/2022,7,55.90157
26280,2022-01-09 07:00:00-08:00,1/9/2022,8,51.05173
26291,2022-01-09 08:00:00-08:00,1/9/2022,9,35.27908
26283,2022-01-09 09:00:00-08:00,1/9/2022,10,16.0856
26285,2022-01-09 10:00:00-08:00,1/9/2022,11,11.20266
26294,2022-01-09 11:00:00-08:00,1/9/2022,12,7.99414
26284,2022-01-09 12:00:00-08:00,1/9/2022,13,7.6882
26302,2022-01-09 13:00:00-08:00,1/9/2022,14,9.19054
26301,2022-01-09 14:00:00-08:00,1/9/2022,15,11.67759
26290,2022-01-09 15:00:00-08:00,1/9/2022,16,37.46378
26282,2022-01-09 16:00:00-08:00,1/9/2022,17,59.07806
26298,2022-01-09 17:00:00-08:00,1/9/2022,18,72.41593
26293,2022-01-09 18:00:00-08:00,1/9/2022,19,70.31943
26300,2022-01-09 19:00:00-08:00,1/9/2022,20,61.22262
26295,2022-01-09 20:00:00-08:00,1/9/2022,21,60.6603
26289,2022-01-09 21:00:00-08:00,1/9/2022,22,56.54
26292,2022-01-09 22:00:00-08:00,1/9/2022,23,50.32646
26296,2022-01-09 23:00:00-08:00,1/9/2022,24,48.62016
26418,2022-01-10 00:00:00-08:00,1/10/2022,1,47.09658
26415,2022-01-10 01:00:00-08:00,1/10/2022,2,46.48922
26421,2022-01-10 02:00:00-08:00,1/10/2022,3,46.2121
26404,2022-01-10 03:00:00-08:00,1/10/2022,4,45.96029
26411,2022-01-10 04:00:00-08:00,1/10/2022,5,48.46182
26412,2022-01-10 05:00:00-08:00,1/10/2022,6,53.78139
26403,2022-01-10 06:00:00-08:00,1/10/2022,7,74.39313
26423,2022-01-10 07:00:00-08:00,1/10/2022,8,78.78564
26406,2022-01-10 08:00:00-08:00,1/10/2022,9,56.43917
26419,2022-01-10 09:00:00-08:00,1/10/2022,10,50.03135
26416,2022-01-10 10:00:00-08:00,1/10/2022,11,46.0437
26420,2022-01-10 11:00:00-08:00,1/10/2022,12,43.68564
26407,2022-01-10 12:00:00-08:00,1/10/2022,13,42.69995
26417,2022-01-10 13:00:00-08:00,1/10/2022,14,41.42362
26413,2022-01-10 14:00:00-08:00,1/10/2022,15,44.97605
26408,2022-01-10 15:00:00-08:00,1/10/2022,16,55.23718
26409,2022-01-10 16:00:00-08:00,1/10/2022,17,71.51391
26422,2022-01-10 17:00:00-08:00,1/10/2022,18,91.0
26401,2022-01-10 18:00:00-08:00,1/10/2022,19,83.32507
26414,2022-01-10 19:00:00-08:00,1/10/2022,20,75.41
26410,2022-01-10 20:00:00-08:00,1/10/2022,21,69.2
26400,2022-01-10 21:00:00-08:00,1/10/2022,22,60.48389
26405,2022-01-10 22:00:00-08:00,1/10/2022,23,56.7255
26402,2022-01-10 23:00:00-08:00,1/10/2022,24,51.5711
26521,2022-01-11 00:00:00-08:00,1/11/2022,1,44.90948
26528,2022-01-11 01:00:00-08:00,1/11/2022,2,44.46172
26543,2022-01-11 02:00:00-08:00,1/11/2022,3,43.61244
26541,2022-01-11 03:00:00-08:00,1/11/2022,4,43.61044
26538,2022-01-11 04:00:00-08:00,1/11/2022,5,44.66753
26527,2022-01-11 05:00:00-08:00,1/11/2022,6,50.7386
26534,2022-01-11 06:00:00-08:00,1/11/2022,7,55.94428
26531,2022-01-11 07:00:00-08:00,1/11/2022,8,61.0116
26523,2022-01-11 08:00:00-08:00,1/11/2022,9,39.22437
26529,2022-01-11 09:00:00-08:00,1/11/2022,10,27.63194
26526,2022-01-11 10:00:00-08:00,1/11/2022,11,19.60652
26532,2022-01-11 11:00:00-08:00,1/11/2022,12,18.2882
26524,2022-01-11 12:00:00-08:00,1/11/2022,13,16.21343
26535,2022-01-11 13:00:00-08:00,1/11/2022,14,17.23592
26520,2022-01-11 14:00:00-08:00,1/11/2022,15,20.03049
26533,2022-01-11 15:00:00-08:00,1/11/2022,16,32.34642
26530,2022-01-11 16:00:00-08:00,1/11/2022,17,63.48055
26540,2022-01-11 17:00:00-08:00,1/11/2022,18,77.62647
26542,2022-01-11 18:00:00-08:00,1/11/2022,19,68.86401
26537,2022-01-11 19:00:00-08:00,1/11/2022,20,66.51449
26539,2022-01-11 20:00:00-08:00,1/11/2022,21,62.02624
26522,2022-01-11 21:00:00-08:00,1/11/2022,22,57.89038
26525,2022-01-11 22:00:00-08:00,1/11/2022,23,51.92724
26536,2022-01-11 23:00:00-08:00,1/11/2022,24,48.58137
26640,2022-01-12 00:00:00-08:00,1/12/2022,1,44.84898
26663,2022-01-12 01:00:00-08:00,1/12/2022,2,44.31249
26650,2022-01-12 02:00:00-08:00,1/12/2022,3,43.66489
26653,2022-01-12 03:00:00-08:00,1/12/2022,4,43.51295
26655,2022-01-12 04:00:00-08:00,1/12/2022,5,45.18602
26643,2022-01-12 05:00:00-08:00,1/12/2022,6,54.3241
26659,2022-01-12 06:00:00-08:00,1/12/2022,7,65.64777
26644,2022-01-12 07:00:00-08:00,1/12/2022,8,68.57217
26660,2022-01-12 08:00:00-08:00,1/12/2022,9,48.69253
26645,2022-01-12 09:00:00-08:00,1/12/2022,10,36.63256
26648,2022-01-12 10:00:00-08:00,1/12/2022,11,33.8637
26641,2022-01-12 11:00:00-08:00,1/12/2022,12,31.10246
26652,2022-01-12 12:00:00-08:00,1/12/2022,13,28.98178
26656,2022-01-12 13:00:00-08:00,1/12/2022,14,32.35698
26657,2022-01-12 14:00:00-08:00,1/12/2022,15,36.96263
26649,2022-01-12 15:00:00-08:00,1/12/2022,16,46.53155
26658,2022-01-12 16:00:00-08:00,1/12/2022,17,63.87168
26646,2022-01-12 17:00:00-08:00,1/12/2022,18,78.20524
26654,2022-01-12 18:00:00-08:00,1/12/2022,19,72.40152
26651,2022-01-12 19:00:00-08:00,1/12/2022,20,67.42644
26647,2022-01-12 20:00:00-08:00,1/12/2022,21,62.54412
26661,2022-01-12 21:00:00-08:00,1/12/2022,22,57.21399
26662,2022-01-12 22:00:00-08:00,1/12/2022,23,52.96416
26642,2022-01-12 23:00:00-08:00,1/12/2022,24,49.28286
26783,2022-01-13 00:00:00-08:00,1/13/2022,1,46.11967
26776,2022-01-13 01:00:00-08:00,1/13/2022,2,45.84154
26779,2022-01-13 02:00:00-08:00,1/13/2022,3,44.5617
26773,2022-01-13 03:00:00-08:00,1/13/2022,4,45.10391
26778,2022-01-13 04:00:00-08:00,1/13/2022,5,46.23218
26763,2022-01-13 05:00:00-08:00,1/13/2022,6,54.36135
26775,2022-01-13 06:00:00-08:00,1/13/2022,7,65.10062
26771,2022-01-13 07:00:00-08:00,1/13/2022,8,72.96428
26777,2022-01-13 08:00:00-08:00,1/13/2022,9,57.42758
26764,2022-01-13 09:00:00-08:00,1/13/2022,10,49.97763
26765,2022-01-13 10:00:00-08:00,1/13/2022,11,46.74663
26769,2022-01-13 11:00:00-08:00,1/13/2022,12,44.3166
26772,2022-01-13 12:00:00-08:00,1/13/2022,13,43.86904
26766,2022-01-13 13:00:00-08:00,1/13/2022,14,44.05177
26760,2022-01-13 14:00:00-08:00,1/13/2022,15,45.9174
26767,2022-01-13 15:00:00-08:00,1/13/2022,16,51.72945
26781,2022-01-13 16:00:00-08:00,1/13/2022,17,64.46849
26770,2022-01-13 17:00:00-08:00,1/13/2022,18,76.94206
26762,2022-01-13 18:00:00-08:00,1/13/2022,19,70.32612
26768,2022-01-13 19:00:00-08:00,1/13/2022,20,64.7422
26782,2022-01-13 20:00:00-08:00,1/13/2022,21,59.90001
26761,2022-01-13 21:00:00-08:00,1/13/2022,22,54.75126
26780,2022-01-13 22:00:00-08:00,1/13/2022,23,50.48637
26774,2022-01-13 23:00:00-08:00,1/13/2022,24,48.61749
26900,2022-01-14 00:00:00-08:00,1/14/2022,1,45.07065
26903,2022-01-14 01:00:00-08:00,1/14/2022,2,44.62778
26885,2022-01-14 02:00:00-08:00,1/14/2022,3,43.49893
26902,2022-01-14 03:00:00-08:00,1/14/2022,4,44.50187
26901,2022-01-14 04:00:00-08:00,1/14/2022,5,45.69228
26896,2022-01-14 05:00:00-08:00,1/14/2022,6,51.45002
26891,2022-01-14 06:00:00-08:00,1/14/2022,7,60.22424
26898,2022-01-14 07:00:00-08:00,1/14/2022,8,65.62691
26882,2022-01-14 08:00:00-08:00,1/14/2022,9,49.95283
26890,2022-01-14 09:00:00-08:00,1/14/2022,10,44.71061
26887,2022-01-14 10:00:00-08:00,1/14/2022,11,40.95508
26897,2022-01-14 11:00:00-08:00,1/14/2022,12,37.43458
26895,2022-01-14 12:00:00-08:00,1/14/2022,13,35.35329
26880,2022-01-14 13:00:00-08:00,1/14/2022,14,35.37594
26888,2022-01-14 14:00:00-08:00,1/14/2022,15,37.9615
26894,2022-01-14 15:00:00-08:00,1/14/2022,16,45.7489
26886,2022-01-14 16:00:00-08:00,1/14/2022,17,58.44424
26881,2022-01-14 17:00:00-08:00,1/14/2022,18,69.93129
26899,2022-01-14 18:00:00-08:00,1/14/2022,19,65.282
26893,2022-01-14 19:00:00-08:00,1/14/2022,20,59.06784
26889,2022-01-14 20:00:00-08:00,1/14/2022,21,55.67507
26884,2022-01-14 21:00:00-08:00,1/14/2022,22,51.98459
26883,2022-01-14 22:00:00-08:00,1/14/2022,23,50.05698
26892,2022-01-14 23:00:00-08:00,1/14/2022,24,48.80414
27006,2022-01-15 00:00:00-08:00,1/15/2022,1,44.48625
27013,2022-01-15 01:00:00-08:00,1/15/2022,2,43.91424
27012,2022-01-15 02:00:00-08:00,1/15/2022,3,42.83593
27000,2022-01-15 03:00:00-08:00,1/15/2022,4,43.71167
27022,2022-01-15 04:00:00-08:00,1/15/2022,5,45.48052
27002,2022-01-15 05:00:00-08:00,1/15/2022,6,48.63877
27021,2022-01-15 06:00:00-08:00,1/15/2022,7,56.40321
27008,2022-01-15 07:00:00-08:00,1/15/2022,8,56.55084
27004,2022-01-15 08:00:00-08:00,1/15/2022,9,49.54297
27016,2022-01-15 09:00:00-08:00,1/15/2022,10,45.07226
27015,2022-01-15 10:00:00-08:00,1/15/2022,11,41.69008
27001,2022-01-15 11:00:00-08:00,1/15/2022,12,40.8349
27007,2022-01-15 12:00:00-08:00,1/15/2022,13,39.10329
27023,2022-01-15 13:00:00-08:00,1/15/2022,14,38.54918
27014,2022-01-15 14:00:00-08:00,1/15/2022,15,40.42164
27020,2022-01-15 15:00:00-08:00,1/15/2022,16,49.06376
27019,2022-01-15 16:00:00-08:00,1/15/2022,17,57.28989
27011,2022-01-15 17:00:00-08:00,1/15/2022,18,69.45617
27010,2022-01-15 18:00:00-08:00,1/15/2022,19,69.2026
27017,2022-01-15 19:00:00-08:00,1/15/2022,20,60.63146
27009,2022-01-15 20:00:00-08:00,1/15/2022,21,58.0
27005,2022-01-15 21:00:00-08:00,1/15/2022,22,53.58204
27018,2022-01-15 22:00:00-08:00,1/15/2022,23,51.44187
27003,2022-01-15 23:00:00-08:00,1/15/2022,24,49.7946
27123,2022-01-16 00:00:00-08:00,1/16/2022,1,49.55059
27138,2022-01-16 01:00:00-08:00,1/16/2022,2,46.59111
27124,2022-01-16 02:00:00-08:00,1/16/2022,3,45.68656
27131,2022-01-16 03:00:00-08:00,1/16/2022,4,45.8793
27121,2022-01-16 04:00:00-08:00,1/16/2022,5,45.93621
27128,2022-01-16 05:00:00-08:00,1/16/2022,6,48.47855
27136,2022-01-16 06:00:00-08:00,1/16/2022,7,53.58451
27143,2022-01-16 07:00:00-08:00,1/16/2022,8,50.7948
27129,2022-01-16 08:00:00-08:00,1/16/2022,9,40.94621
27126,2022-01-16 09:00:00-08:00,1/16/2022,10,28.79819
27140,2022-01-16 10:00:00-08:00,1/16/2022,11,19.34967
27130,2022-01-16 11:00:00-08:00,1/16/2022,12,19.05541
27122,2022-01-16 12:00:00-08:00,1/16/2022,13,20.19316
27141,2022-01-16 13:00:00-08:00,1/16/2022,14,21.23648
27127,2022-01-16 14:00:00-08:00,1/16/2022,15,27.0661
27137,2022-01-16 15:00:00-08:00,1/16/2022,16,40.91931
27142,2022-01-16 16:00:00-08:00,1/16/2022,17,58.77867
27132,2022-01-16 17:00:00-08:00,1/16/2022,18,69.48
27139,2022-01-16 18:00:00-08:00,1/16/2022,19,69.99
27135,2022-01-16 19:00:00-08:00,1/16/2022,20,61.18226
27125,2022-01-16 20:00:00-08:00,1/16/2022,21,59.77532
27120,2022-01-16 21:00:00-08:00,1/16/2022,22,54.53028
27133,2022-01-16 22:00:00-08:00,1/16/2022,23,52.57119
27134,2022-01-16 23:00:00-08:00,1/16/2022,24,48.83021
27242,2022-01-17 00:00:00-08:00,1/17/2022,1,49.32145
27244,2022-01-17 01:00:00-08:00,1/17/2022,2,46.72457
27259,2022-01-17 02:00:00-08:00,1/17/2022,3,45.97591
27260,2022-01-17 03:00:00-08:00,1/17/2022,4,45.82741
27253,2022-01-17 04:00:00-08:00,1/17/2022,5,47.08279
27256,2022-01-17 05:00:00-08:00,1/17/2022,6,50.4008
27250,2022-01-17 06:00:00-08:00,1/17/2022,7,58.57304
27261,2022-01-17 07:00:00-08:00,1/17/2022,8,57.99
27240,2022-01-17 08:00:00-08:00,1/17/2022,9,50.06217
27243,2022-01-17 09:00:00-08:00,1/17/2022,10,44.52381
27257,2022-01-17 10:00:00-08:00,1/17/2022,11,42.24174
27262,2022-01-17 11:00:00-08:00,1/17/2022,12,40.42158
27252,2022-01-17 12:00:00-08:00,1/17/2022,13,40.35226
27251,2022-01-17 13:00:00-08:00,1/17/2022,14,40.57258
27258,2022-01-17 14:00:00-08:00,1/17/2022,15,42.25132
27263,2022-01-17 15:00:00-08:00,1/17/2022,16,47.68019
27247,2022-01-17 16:00:00-08:00,1/17/2022,17,60.02927
27248,2022-01-17 17:00:00-08:00,1/17/2022,18,73.77381
27245,2022-01-17 18:00:00-08:00,1/17/2022,19,68.60298
27254,2022-01-17 19:00:00-08:00,1/17/2022,20,62.31268
27241,2022-01-17 20:00:00-08:00,1/17/2022,21,58.32551
27255,2022-01-17 21:00:00-08:00,1/17/2022,22,53.32503
27246,2022-01-17 22:00:00-08:00,1/17/2022,23,50.80519
27249,2022-01-17 23:00:00-08:00,1/17/2022,24,48.2707
27380,2022-01-18 00:00:00-08:00,1/18/2022,1,47.16303
27381,2022-01-18 01:00:00-08:00,1/18/2022,2,45.86469
27371,2022-01-18 02:00:00-08:00,1/18/2022,3,44.659
