datetime,total release,storage (ac-ft)
4/20/2018,17976.5417,10488924
4/21/2018,15269.1667,10483831.2
4/22/2018,14458.5,10480436
4/23/2018,18721.2083,10469407.6
4/24/2018,18793.3333,10456705.6
4/25/2018,18662.2083,10438922.8
4/26/2018,18038.9583,10426227.2
4/27/2018,17689.2083,10414394.4
4/28/2018,16448,10405942.4
4/29/2018,14432.7083,10400026
4/30/2018,19497.5833,10386504.6
5/1/2018,18098.125,10375540.4
5/2/2018,16775.6667,10360359.2
5/3/2018,18198.375,10348551.6
5/4/2018,17239.5,10340970
5/5/2018,15078.5417,10335078.8
5/6/2018,13848.4583,10333395.6
5/7/2018,18933.4583,10319930
5/8/2018,18928.4583,10301418
5/9/2018,18642.5,10280418
5/10/2018,17744.625,10267818
5/11/2018,15128.5833,10261098
5/12/2018,12998,10257746
5/13/2018,12279.4583,10258584
5/14/2018,17073.625,10246852
5/15/2018,18541.25,10229254
5/16/2018,18673.3333,10207488.4
5/17/2018,18496.9167,10195778.8
5/18/2018,17567.1667,10184905.6
5/19/2018,16684.8333,10178214.4
5/20/2018,15889.875,10170701.2
5/21/2018,18171.1667,10156513
5/22/2018,18248.875,10140655.6
5/23/2018,19572.2917,10118988
5/24/2018,20336.5417,10101495
5/25/2018,19791.5417,10085688
5/26/2018,14955.0833,10079040
5/27/2018,13969.0417,10074054
5/28/2018,14469,10073223
5/29/2018,19104,10053279
5/30/2018,18299.25,10031713
5/31/2018,17907.5,10010978
6/1/2018,16920.2917,10002702
6/2/2018,13727.5,10001046.8
6/3/2018,12489.2083,10001874.4
6/4/2018,18915.875,9988632.8
6/5/2018,16749.9583,9974563.6
6/6/2018,17897.4583,9958034
6/7/2018,18588.0833,9946470
6/8/2018,18183.7917,9939036
6/9/2018,14285,9936558
6/10/2018,12424.2083,9938210
6/11/2018,17271.8333,9930776
6/12/2018,20433.375,9910165.6
6/13/2018,21314.2083,9887088
6/14/2018,18368.2917,9877216.8
6/15/2018,15800.1667,9871458.6
6/16/2018,12829.0417,9871458.6
6/17/2018,12106.5833,9872281.2
6/18/2018,16302.8333,9865700.4
6/19/2018,17308.5,9850071
6/20/2018,20087.625,9833646
6/21/2018,20418.3333,9818871.6
6/22/2018,19165.5417,9809022
6/23/2018,13845,9804918
6/24/2018,12501.3333,9807380.4
6/25/2018,16779.25,9800002.8
6/26/2018,20267.0417,9779522.8
6/27/2018,17525.375,9761505.8
6/28/2018,16410.5417,9753331.8
6/29/2018,15148.7917,9750062.2
6/30/2018,12940.5,9748427.4
7/1/2018,10957.4583,9754149.2
7/2/2018,14805.375,9750879.6
7/3/2018,14993.0417,9738618.6
7/4/2018,13232.875,9733714.2
7/5/2018,16984.875,9729627.2
7/6/2018,17046.875,9723905.4
7/7/2018,14363.7083,9720640.6
7/8/2018,9655.83333,9731262
7/9/2018,15912.4167,9735349
7/10/2018,14839.7083,9724722.8
7/11/2018,13953.3333,9713298.4
7/12/2018,13790.375,9727992.4
7/13/2018,11963.375,9736983.8
7/14/2018,11217.0833,9739436
7/15/2018,9909.5,9759871
7/16/2018,14290.125,9761505.8
7/17/2018,17053.9167,9754966.6
7/18/2018,13597.4167,9750879.6
7/19/2018,11925.0417,9757418.8
7/20/2018,12345.4167,9769692.4
7/21/2018,8625.79167,9785257.2
7/22/2018,11029.0833,9795906.8
7/23/2018,14206.875,9798364.4
7/24/2018,17080.6667,9790991.6
7/25/2018,14686.8333,9784438
7/26/2018,13609.8333,9792630
7/27/2018,13720.2917,9788534
7/28/2018,10502.3333,9795087.6
7/29/2018,11457.75,9802460.4
7/30/2018,13184.9583,9800822
7/31/2018,12514.5417,9799183.6
8/1/2018,13951.3333,9795087.6
8/2/2018,12636.4167,9801641.2
8/3/2018,12414.0417,9805738.8
8/4/2018,9740.5,9816409.2
8/5/2018,9497.41667,9827900.4
8/6/2018,13472.875,9829542
8/7/2018,13362.4583,9825438
8/8/2018,11781.875,9822975.6
8/9/2018,13330.7917,9826258.8
8/10/2018,11252.4167,9834466.8
8/11/2018,10058.625,9845958
8/12/2018,10241.0833,9860764.8
8/13/2018,12334.5,9859119.6
8/14/2018,10551.7917,9859942.2
8/15/2018,11064.875,9860764.8
8/16/2018,13939.25,9860764.8
8/17/2018,13072,9865700.4
8/18/2018,11455.7083,9873926.4
8/19/2018,10768.0417,9882975
8/20/2018,12882.5833,9884620.2
8/21/2018,12043.1667,9879684.6
8/22/2018,11834.25,9882975
8/23/2018,12354.125,9893681.6
8/24/2018,12499.2917,9902747.8
8/25/2018,9940.75,9914286.6
8/26/2018,13330.1667,9920056
8/27/2018,12167.125,9925001.2
8/28/2018,12776.625,9918407.6
8/29/2018,13749.5417,9915935
8/30/2018,14189.2917,9918407.6
8/31/2018,14752.9583,9918407.6
9/1/2018,11812.6667,9927473.8
9/2/2018,10083.8333,9942340
9/3/2018,9851.45833,9951426
9/4/2018,15899.3333,9944818
9/5/2018,14732.25,9934080
9/6/2018,15158.7083,9924177
9/7/2018,14051.1667,9922528.6
9/8/2018,12474.1667,9920880.2
9/9/2018,11250,9922528.6
9/10/2018,13399.75,9916759.2
9/11/2018,12933.4167,9910989.8
9/12/2018,12975.25,9902747.8
9/13/2018,11797.0833,9900275.2
9/14/2018,11744.0417,9899451
9/15/2018,10263.375,9898626.8
9/16/2018,10505.9583,9900275.2
9/17/2018,12196.75,9898626.8
9/18/2018,13001.9167,9893681.6
9/19/2018,12708.3333,9885442.8
9/20/2018,13185.0833,9883797.6
9/21/2018,11364.875,9882975
9/22/2018,9244.45833,9887088
9/23/2018,9669.375,9891209
9/24/2018,12304.7083,9887912.2
9/25/2018,12158,9885442.8
9/26/2018,13589.3333,9878039.4
9/27/2018,14675.2917,9872281.2
9/28/2018,13171.8333,9865700.4
9/29/2018,10086.7917,9868168.2
9/30/2018,9029.125,9869813.4
10/1/2018,7515.58333,9879684.6
10/2/2018,6240.58333,9887912.2
10/3/2018,6313.58333,9895330
10/4/2018,3915.79167,9909341.4
10/5/2018,3737.41667,9921704.4
10/6/2018,2448.66667,9940688
10/7/2018,2685.75,9954730
10/8/2018,11071.5417,9954730
10/9/2018,11737.5,9948122
10/10/2018,12536.6667,9945644
10/11/2018,13210.2083,9943166
10/12/2018,11837.875,9943166
10/13/2018,10855.2083,9942340
10/14/2018,11025.1667,9942340
10/15/2018,14321.375,9933254
10/16/2018,12529.0833,9925001.2
10/17/2018,12569.4167,9920056
10/18/2018,12775.7083,9913462.4
10/19/2018,12975.7917,9910165.6
10/20/2018,11168.4167,9909341.4
10/21/2018,8468.45833,9916759.2
10/22/2018,12529.0417,9917583.4
10/23/2018,13004.4583,9918407.6
10/24/2018,12740.8333,9914286.6
10/25/2018,12078.8333,9912638.2
10/26/2018,12784.7083,9909341.4
10/27/2018,10663.5833,9910165.6
10/28/2018,10360.625,9912638.2
10/29/2018,13025.1667,9908517.2
10/30/2018,13117.9167,9902747.8
10/31/2018,12785.75,9888736.4
11/1/2018,12321.8333,9886265.4
11/2/2018,12783.625,9882152.4
11/3/2018,11232.875,9879684.6
11/4/2018,11911.9583,9874749
11/5/2018,12607.0833,9864877.8
11/6/2018,13948.3333,9853361.4
11/7/2018,14270.5,9864877.8
11/8/2018,14549.1667,9911814
11/9/2018,13598.3333,9957208
11/10/2018,11004,9978701.6
11/11/2018,10342,9977874
11/12/2018,12184.75,9969598
11/13/2018,11892.2917,9960512
11/14/2018,11738.5417,9954730
11/15/2018,12529.6667,9947296
11/16/2018,10311.2083,9943992
11/17/2018,9310.41667,9941514
11/18/2018,7987.95833,9941514
11/19/2018,11898.7083,9934906
11/20/2018,13393.6667,9924177
11/21/2018,13292.5417,9913462.4
11/22/2018,9830.20833,9908517.2
11/23/2018,10293.125,9906044.6
11/24/2018,8870.875,9908517.2
11/25/2018,9662.91667,9900275.2
11/26/2018,11931.125,9893681.6
11/27/2018,11703.2917,9887088
11/28/2018,10517.4583,9881329.8
11/29/2018,11072.0417,9874749
11/30/2018,10711.5,9872281.2
12/1/2018,6675.625,9876394.2
12/2/2018,6729.58333,9882152.4
12/3/2018,9793.41667,9877216.8
12/4/2018,9017.58333,9882975
12/5/2018,8828.91667,9884620.2
12/6/2018,11104.6667,9888736.4
12/7/2018,8565.66667,9897802.6
12/8/2018,6700.41667,9910989.8
12/9/2018,6941.95833,9924177
12/10/2018,9487.83333,9925825.4
12/11/2018,8825.04167,9934080
12/12/2018,8151.41667,9943166
12/13/2018,7512.58333,9952252
12/14/2018,6387.875,9962990
12/15/2018,5412.79167,9976218.8
12/16/2018,6143.33333,9990288
12/17/2018,7578.08333,10001046.8
12/18/2018,7569,10009322.8
12/19/2018,7472.70833,10017613.2
12/20/2018,7439.66667,10026736.6
12/21/2018,7051.79167,10038348.2
12/22/2018,6787.16667,10049959.8
12/23/2018,6968.125,10062420
12/24/2018,6362.625,10074054
12/25/2018,6252.70833,10084026
12/26/2018,8355.16667,10092336
12/27/2018,6121.125,10102328
12/28/2018,8842.5,10106493
12/29/2018,7412.79167,10113990
12/30/2018,7271,10122320
12/31/2018,8077.29167,10132316
1/1/2019,7338.125,10140655.6
1/2/2019,9504.08333,10142324.8
1/3/2019,8513.35817,10149001.6
1/4/2019,6437.79167,10160686
1/5/2019,5798.95833,10179887.2
1/6/2019,7915.41667,10194942.4
1/7/2019,8850.16667,10210834
1/8/2019,14186.125,10220874
1/9/2019,8316.75,10232606
1/10/2019,10171.4167,10248528
1/11/2019,7916.814,10261938
1/12/2019,5827.578,10278738
1/13/2019,8302.99975,10290498
1/14/2019,8961.08333,10303939.6
1/15/2019,8676.29167,10308989.2
1/16/2019,8129.20833,10316563.6
1/17/2019,7725.375,10329187.6
1/18/2019,6974.66667,10343494.8
1/19/2019,5870.875,10360359.2
1/20/2019,6283.5,10373853.6
1/21/2019,5964.79167,10389038.4
1/22/2019,7245.33333,10397490.4
1/23/2019,7032.70833,10411858.8
1/24/2019,8013.70833,10423691.6
1/25/2019,7621,10436382.4
1/26/2019,7243.83333,10447390.8
1/27/2019,7786.875,10458399.2
1/28/2019,8588,10466867.2
1/29/2019,8610.20833,10475343.2
1/30/2019,8583.375,10480436
1/31/2019,7021.95833,10493168
2/1/2019,13004.9583,10494865.6
2/2/2019,13014.0833,10493168
2/3/2019,11336.2083,10498260.8
2/4/2019,14627.4167,10501656
2/5/2019,16345.5417,10494865.6
2/6/2019,14884.4583,10493168
2/7/2019,15091.125,10491470.4
2/8/2019,13742.5833,10492319.2
2/9/2019,12165.5,10494865.6
2/10/2019,12482.625,10497412
2/11/2019,13758.25,10495714.4
2/12/2019,13220.7083,10498260.8
2/13/2019,14190.7917,10492319.2
2/14/2019,13589.9167,10500807.2
2/15/2019,12977.2917,10506748.8
2/16/2019,9565.04167,10524592.8
2/17/2019,11749.5833,10529695.2
2/18/2019,9710.79167,10543301.6
2/19/2019,9719.79167,10550955.2
2/20/2019,9935.08333,10559464.6
2/21/2019,9007,10575656.4
2/22/2019,8794.70833,10588439.4
2/23/2019,7981.04167,10602934
2/24/2019,8073.66667,10618306
2/25/2019,6387.70833,10637948
2/26/2019,6478.66667,10652485.2
2/27/2019,5445.58333,10667030.4
2/28/2019,5853.41667,10682431.2
3/1/2019,13294.875,10685855.4
3/2/2019,13235.375,10689285
3/3/2019,10474.5417,10702146
3/4/2019,11173.9167,10715007
3/5/2019,10343.5833,10721866.2
3/6/2019,12182.2083,10732164
3/7/2019,11604,10745911.2
3/8/2019,10233.625,10761376.8
3/9/2019,9378.5,10775994
3/10/2019,10071.2083,10788048
3/11/2019,13622.0417,10794075
3/12/2019,13759.75,10790631
3/13/2019,13800.4583,10794936
3/14/2019,13788.9583,10797519
3/15/2019,13868.0833,10800102
3/16/2019,11465.6001,10806129
3/17/2019,11647.57,10813878
3/18/2019,13003.7559,10817328.4
3/19/2019,12242.5467,10819053.6
3/20/2019,12516.4405,10824229.2
3/21/2019,13239.8333,10825954.4
3/22/2019,14193.75,10827679.6
3/23/2019,11677.875,10831130
3/24/2019,10488.1667,10841481.2
3/25/2019,10551.8333,10849244.6
3/26/2019,11765.2917,10852695
3/27/2019,12055.7083,10856145.4
3/28/2019,12862.3333,10859601.8
3/29/2019,12192.3333,10866518.6
3/30/2019,10831.875,10869977
3/31/2019,10605.1667,10877758.4
4/1/2019,16080,10876893.8
4/2/2019,17556.0417,10866518.6
4/3/2019,17415.875,10858737.2
4/4/2019,18208.0833,10848382
4/5/2019,16348.125,10843206.4
4/6/2019,13595.4583,10843206.4
4/7/2019,11950.7917,10844069
4/8/2019,15194.625,10841481.2
4/9/2019,16075.25,10834580.4
4/10/2019,15692.125,10824229.2
4/11/2019,16499.4167,10818191
4/12/2019,16461.9167,10811295
4/13/2019,13504.125,10812156
4/14/2019,11762.2083,10812156
4/15/2019,14399.4583,10808712
4/16/2019,14643.5,10803546
4/17/2019,15650.9583,10799241
4/18/2019,17177.4583,10791492
4/19/2019,15307.9583,10788048
4/20/2019,12400.5417,10787187
4/21/2019,11758.125,10792353
4/22/2019,14778.0833,10791492
4/23/2019,14986.375,10787187
4/24/2019,16479.6667,10780299
4/25/2019,16705,10775994
4/26/2019,14825.0417,10771689
4/27/2019,14048.5417,10772550
4/28/2019,14760.875,10771689
4/29/2019,15150.6667,10771689
4/30/2019,15231,10766532
5/1/2019,15587,10761376.8
5/2/2019,15310,10758799.2
5/3/2019,16975.375,10752784.8
5/4/2019,17089.2917,10745052
5/5/2019,14312.2917,10742474.4
5/6/2019,15784.4583,10735600.8
5/7/2019,17105.9167,10729586.4
5/8/2019,17432.0833,10715864.4
5/9/2019,19194.625,10697859
5/10/2019,17654.4167,10702146
5/11/2019,13755.6667,10702146
5/12/2019,12521.9583,10704718.2
5/13/2019,15342.25,10701288.6
5/14/2019,15455.25,10693572
5/15/2019,16545.2083,10683286.8
5/16/2019,15941.3333,10677297.6
5/17/2019,14593.5833,10673019.6
5/18/2019,14786.625,10667030.4
5/19/2019,13254,10664463.6
5/20/2019,15180.4583,10660185.6
5/21/2019,16187.875,10654196.4
5/22/2019,16656.2083,10644784.8
5/23/2019,19455.875,10625992
5/24/2019,20523.125,10612328
5/25/2019,14843.75,10607204
5/26/2019,14638.5833,10600372
5/27/2019,14278.0417,10596961.4
5/28/2019,18290.625,10585882.8
5/29/2019,17803.0417,10573952
5/30/2019,17205.2917,10562021.2
5/31/2019,15155.75,10555207.2
6/1/2019,16509.4583,10548404
6/2/2019,12719.0833,10550104.8
6/3/2019,19667.5417,10536498.4
6/4/2019,19555.5417,10520340.8
6/5/2019,18353.625,10509295.2
6/6/2019,18696.5417,10496563.2
6/7/2019,17205.2083,10488075.2
6/8/2019,14378.875,10491470.4
6/9/2019,13080.125,10489772.8
6/10/2019,15815.75,10488075.2
6/11/2019,16227.5,10477040.8
6/12/2019,15843.0417,10468560.8
6/13/2019,15766.9583,10462633.2
6/14/2019,13316.5,10465173.6
6/15/2019,12231.5833,10467714
6/16/2019,11309.4167,10472796.8
6/17/2019,15281.875,10467714
6/18/2019,17330.25,10453318.4
6/19/2019,16516.5833,10439769.6
6/20/2019,16847.2917,10433842
6/21/2019,15424.4167,10432148.4
6/22/2019,12254.2917,10433842
6/23/2019,11402.7083,10438076
6/24/2019,15159.2917,10432995.2
6/25/2019,16210.9583,10421156
6/26/2019,15128.125,10410168.4
6/27/2019,16328.4583,10405942.4
6/28/2019,15587.2083,10400026
6/29/2019,13983,10398335.6
6/30/2019,11686.125,10405097.2
7/1/2019,15228.875,10400026
7/2/2019,15236,10389883.6
7/3/2019,15011.0417,10379757.4
7/4/2019,13955.875,10378070.6
7/5/2019,15184.0833,10374697
7/6/2019,12606.7083,10378070.6
7/7/2019,11135.5417,10378914
7/8/2019,14262.875,10376383.8
7/9/2019,14738.25,10372166.8
7/10/2019,14418.1667,10368793.2
7/11/2019,14322.3333,10366263
7/12/2019,15184,10362889.4
7/13/2019,13682.5,10364576.2
7/14/2019,12065.7083,10367949.8
7/15/2019,17146.6667,10362046
7/16/2019,17012.2083,10346021.4
7/17/2019,16547.2083,10331712.4
7/18/2019,16968.7083,10326662.8
7/19/2019,16200.375,10321613.2
7/20/2019,13362.9583,10322454.8
7/21/2019,12879.4167,10324979.6
7/22/2019,15960.4583,10319930
7/23/2019,16801.4167,10306464.4
7/24/2019,17446.6667,10298898
7/25/2019,18146.9167,10287978
7/26/2019,18152,10282098
7/27/2019,15391.25,10283778
7/28/2019,14649.5417,10286298
7/29/2019,18258.3333,10275378
7/30/2019,17363.9583,10258584
7/31/2019,17873,10246014
8/1/2019,16533.0833,10245176
8/2/2019,15312.0833,10243500
8/3/2019,11551.875,10250204
8/4/2019,10490.2083,10260260
8/5/2019,13388.1667,10262778
8/6/2019,13192,10258584
8/7/2019,13152.125,10256908
8/8/2019,13522.25,10259422
8/9/2019,12769.4167,10261938
8/10/2019,11561.125,10268658
8/11/2019,10799.8333,10275378
8/12/2019,13945.2917,10274538
8/13/2019,13236.9583,10269498
8/14/2019,13327.6667,10266138
8/15/2019,13911.5417,10266978
8/16/2019,13860.5833,10270338
8/17/2019,10328.8333,10278738
8/18/2019,10581.875,10287138
8/19/2019,13235.2917,10289658
8/20/2019,13656.375,10282938
8/21/2019,13273.1667,10278738
8/22/2019,13823.7917,10280418
8/23/2019,13201.5417,10282938
8/24/2019,11133,10290498
8/25/2019,11886.7083,10297218
8/26/2019,14143.875,10298058
8/27/2019,14462.5417,10291338
8/28/2019,14495.2083,10285458
8/29/2019,14159.9583,10287138
8/30/2019,13425.4583,10292178
8/31/2019,11907.4167,10298898
9/1/2019,11441.1667,10303939.6
9/2/2019,13532.9167,10308989.2
9/3/2019,13203.5833,10303939.6
9/4/2019,13599.875,10293018
9/5/2019,13745.6667,10287978
9/6/2019,10132.6667,10291338
9/7/2019,8752.83333,10298058
9/8/2019,9696.625,10300578
9/9/2019,10368.6667,10301418
9/10/2019,11329.125,10297218
9/11/2019,11664.3333,10292178
9/12/2019,13095.7083,10287978
9/13/2019,12568.375,10283778
9/14/2019,10517.9167,10284618
9/15/2019,11747.6667,10282938
9/16/2019,12406.5,10279578
9/17/2019,11967.4583,10277898
9/18/2019,12031,10273698
9/19/2019,12800.3333,10269498
9/20/2019,12175.625,10266978
9/21/2019,10349.5,10269498
9/22/2019,11148.625,10267818
9/23/2019,12683.8333,10263618
9/24/2019,12392,10263618
9/25/2019,13559.0417,10254394
9/26/2019,12170.625,10254394
9/27/2019,11421.8333,10255232
9/28/2019,9960.79167,10254394
9/29/2019,9346.16667,10258584
9/30/2019,10977.2917,10261098
10/1/2019,8886.375,10265298
10/2/2019,8564.83333,10266978
10/3/2019,7496.5,10275378
10/4/2019,4816.375,10286298
10/5/2019,5190.25,10295538
10/6/2019,5406.66667,10303939.6
10/7/2019,10914.625,10303939.6
10/8/2019,11624,10297218
10/9/2019,11704.7917,10293858
10/10/2019,12491.7917,10283778
10/11/2019,10834.5,10281258
10/12/2019,10565.8333,10279578
10/13/2019,9810.54167,10280418
10/14/2019,10589,10279578
10/15/2019,10928.25,10277898
10/16/2019,11952.3333,10272858
10/17/2019,12105.4583,10266138
10/18/2019,11124.4583,10264458
10/19/2019,9447.58333,10266138
10/20/2019,9570.5,10266138
10/21/2019,10327.7917,10266138
10/22/2019,11158.7083,10263618
10/23/2019,11780.8333,10259422
10/24/2019,12570.4167,10250204
10/25/2019,10869.875,10251880
10/26/2019,9763.25,10249366
10/27/2019,8956.58333,10254394
10/28/2019,11321.5833,10246014
10/29/2019,10881.5,10247690
10/30/2019,11687.5833,10235120
10/31/2019,12463.5,10228416
11/1/2019,10758.375,10230092
11/2/2019,9351.91667,10231768
11/3/2019,7335.66667,10239310
11/4/2019,10771.5417,10238472
11/5/2019,10867.7917,10239310
11/6/2019,10293,10236796
11/7/2019,10262.8333,10238472
11/8/2019,9795.91667,10240986
11/9/2019,8535.08333,10246852
11/10/2019,9012.95833,10251880
11/11/2019,8958.08333,10256908
11/12/2019,9511.04167,10260260
11/13/2019,9271.125,10257746
11/14/2019,10159,10258584
11/15/2019,9510.125,10261938
11/16/2019,8290.41667,10266978
11/17/2019,8821.54167,10271178
11/18/2019,9267.66667,10275378
11/19/2019,9648.20833,10281258
11/20/2019,9910.91667,10290498
11/21/2019,10487.9091,10297218
11/22/2019,9885.70833,10302258
11/23/2019,8814.33333,10308147.6
11/24/2019,9068.91667,10313197.2
11/25/2019,9359.88,10316563.6
11/26/2019,10320.88,10317405.2
11/27/2019,11327.04,10313197.2
11/28/2019,9924.46,10322454.8
11/29/2019,10053.12,10324138
11/30/2019,10248.71,10332554
12/1/2019,7701.17,10335920.4
12/2/2019,6439.66667,10348551.6
12/3/2019,5389.08333,10356985.6
12/4/2019,4816.41667,10375540.4
12/5/2019,5216.125,10391574
12/6/2019,4723.58333,10414394.4
12/7/2019,3649.625,10428762.8
12/8/2019,4831.375,10449084.4
12/9/2019,3486.875,10468560.8
12/10/2019,4191.08333,10488075.2
12/11/2019,3977.875,10499958.4
12/12/2019,3338.66667,10520340.8
12/13/2019,3312,10540750.4
12/14/2019,2790.5,10561169
12/15/2019,3002.375,10585882.8
12/16/2019,3208.08333,10604642
12/17/2019,3230.66667,10624284
12/18/2019,3138.95833,10640510
12/19/2019,2553.58333,10661896.8
12/20/2019,2891.79167,10683286.8
12/21/2019,2118.5,10704718.2
12/22/2019,3266.41667,10724438.4
12/23/2019,2422,10745911.2
12/24/2019,2878.45833,10765672.8
12/25/2019,3495.33333,10785465
12/26/2019,3158.08333,10800963
12/27/2019,2144.79167,10823366.6
12/28/2019,2010.16667,10840618.6
12/29/2019,2840.91667,10858737.2
12/30/2019,2209.79167,10881216.8
12/31/2019,2412.875,10899373.4
1/1/2020,5460.04167,10912364.8
1/2/2020,7454.58333,10921026.8
1/3/2020,7868.58333,10929688.8
1/4/2020,6481.5,10938350.8
1/5/2020,8100.875,10948754.8
1/6/2020,6563.70833,10960036.2
1/7/2020,4973.04167,10975656.6
1/8/2020,6618.79167,10984334.6
1/9/2020,6564.16667,10998242.8
1/10/2020,5704.04167,11010417.2
1/11/2020,4412,11028678.8
1/12/2020,5187.91667,11040874.8
1/13/2020,5234.75,11056560
1/14/2020,5793.79167,11070502.4
1/15/2020,6792.58333,11079226
1/16/2020,6680.08333,11090575
1/17/2020,5641.16667,11104543
1/18/2020,4759.33333,11121137.2
1/19/2020,5523.66667,11138633.2
1/20/2020,6860.66667,11150005.6
1/21/2020,6939.375,11157004
1/22/2020,7574.625,11168390.8
1/23/2020,7823.25,11180663.2
1/24/2020,8021.29167,11190305.8
1/25/2020,6773.04167,11201701.6
1/26/2020,7405.16667,11210477.2
1/27/2020,6894.54167,11225406.6
1/28/2020,7092.16667,11235945
1/29/2020,8332.41667,11243848.8
1/30/2020,7768.75,11252638
1/31/2020,6857.66667,11264958
2/1/2020,8910.58333,11273758
2/2/2020,9630.125,11275518
2/3/2020,11542.875,11279918
2/4/2020,11700.2083,11277278
2/5/2020,10658.125,11278158
2/6/2020,10138.2917,11279918
2/7/2020,9634.16667,11288718
2/8/2020,6986.29167,11296625
2/9/2020,8418.66667,11301008.7
2/10/2020,9062.91667,11309776.1
2/11/2020,9852.41667,11311529.5
2/12/2020,11315.5,11309776.1
2/13/2020,10779.6667,11311529.5
2/14/2020,9482.83333,11317666.7
2/15/2020,8192.58333,11326434.1
2/16/2020,9475.83333,11335201.5
2/17/2020,8313.20833,11342225.2
2/18/2020,8728.16667,11343981.9
2/19/2020,8357.58333,11351008.8
2/20/2020,10635.4167,11353643.8
2/21/2020,10907.0833,11357157.3
2/22/2020,9004.375,11369454.3
2/23/2020,9155.625,11378237.9
2/24/2020,10225.5417,11382633
2/25/2020,10537.125,11382633
2/26/2020,10181.625,11383512.9
2/27/2020,11015.125,11387032.9
2/28/2020,10483.5833,11394072.7
2/29/2020,7426.45833,11404632.5
3/1/2020,11217.75,11414312.2
3/2/2020,15022.7083,11406392.4
3/3/2020,14623.3333,11400232.6
3/4/2020,15420.375,11393192.7
3/5/2020,15878.3333,11387032.9
3/6/2020,15096.7917,11380873
3/7/2020,13376.5417,11377359.6
3/8/2020,14759.5417,11371211
3/9/2020,16420.7083,11361549.1
3/10/2020,13603.4583,11358914
3/11/2020,12184.6667,11361549.1
3/12/2020,12664.125,11361549.1
3/13/2020,6604.66667,11379994.6
3/14/2020,4794.625,11401992.5
3/15/2020,5785.33333,11416952.2
3/16/2020,6948.91667,11427516.4
3/17/2020,6759.91667,11438975.7
3/18/2020,3943.58333,11457486.8
3/19/2020,3003.875,11479544.6
3/20/2020,2763.20833,11505158
3/21/2020,2330.08333,11529033.4
3/22/2020,2682.70833,11552038.2
3/23/2020,6831,11565325.9
3/24/2020,7508.58333,11574191.3
3/25/2020,7834.20833,11578624
3/26/2020,7551.41667,11590149
3/27/2020,8023.875,11598127.8
3/28/2020,8765.83333,11607001.2
3/29/2020,10381.875,11612328.3
3/30/2020,12496.25,11614991.9
3/31/2020,13695.2083,11609664.7
4/1/2020,14710.5417,11601674
4/2/2020,17798.0417,11593695.1
4/3/2020,17446.6667,11582170.1
4/4/2020,14409.125,11574191.3
4/5/2020,14618.7917,11567098.9
4/6/2020,16962.75,11554692.6
4/7/2020,17952.875,11540535.8
4/8/2020,18146.4583,11521070.2
4/9/2020,17323.125,11510457.3
4/10/2020,13928.1667,11506041.2
4/11/2020,11635.625,11505158
4/12/2020,9990.625,11508690.9
4/13/2020,12172.0833,11510457.3
4/14/2020,11071.4167,11506041.2
4/15/2020,11699.2083,11503391.6
4/16/2020,11542.9583,11506041.2
4/17/2020,10976.125,11506041.2
4/18/2020,8319.70833,11512223.8
4/19/2020,8591,11519300.6
4/20/2020,12505.8333,11521070.2
4/21/2020,14484.6667,11513107
4/22/2020,16609.7917,11498975.5
4/23/2020,17358.5,11487493.6
4/24/2020,15997.7917,11476895
4/25/2020,13651.3333,11475128.5
4/26/2020,12957.6667,11470712.4
4/27/2020,14255.7083,11465420.1
4/28/2020,15895.4167,11457486.8
4/29/2020,20421.7083,11434568.3
4/30/2020,21046.875,11415192.2
5/1/2020,18051.6667,11400232.6
5/2/2020,14062.2917,11394072.7
5/3/2020,14543.25,11387912.8
5/4/2020,18992.3333,11372089.4
5/5/2020,19401.4167,11354522.2
5/6/2020,17864.6667,11338711.7
5/7/2020,19838.5833,11318543.5
5/8/2020,20015.4583,11298378.4
5/9/2020,16563.4167,11286078
5/10/2020,15539.9583,11277278
5/11/2020,15929.0833,11259678
5/12/2020,16636,11248239.8
5/13/2020,15894.9167,11237701.4
5/14/2020,16309.2083,11223650.2
5/15/2020,15987.1667,11213111.8
5/16/2020,14135.2917,11205208
5/17/2020,14274.9167,11196442
5/18/2020,15956.7083,11182416.4
5/19/2020,15621.125,11170144
5/20/2020,15116.9167,11157004
5/21/2020,18524.5417,11143007.2
5/22/2020,16164.0833,11129010.4
5/23/2020,16026.5417,11118512.8
5/24/2020,15715.9167,11106289
5/25/2020,17901.9583,11089702
5/26/2020,20430.9167,11069631
5/27/2020,21410.375,11041746.2
5/28/2020,21070.0833,11019982.8
5/29/2020,20997.5,10998242.8
5/30/2020,17087.1667,10984334.6
5/31/2020,16802.3333,10971317.6
6/1/2020,17834.75,10958300.6
6/2/2020,16323.4583,10944415.8
6/3/2020,18680.4167,10927090.2
6/4/2020,19437.625,10912364.8
6/5/2020,18194.7917,10896779.6
6/6/2020,13645.7917,10888998.2
6/7/2020,11845.4167,10888998.2
6/8/2020,14428.2917,10877758.4
6/9/2020,16234.7083,10862195.6
6/10/2020,17369.5417,10845794.2
6/11/2020,20116.7083,10825091.8
6/12/2020,17881.3333,10809573
6/13/2020,13171.3333,10806990
6/14/2020,13856.5833,10803546
6/15/2020,17265.7083,10791492
6/16/2020,17746.1667,10771689
6/17/2020,17296.4167,10754503.2
