datetime,total release,storage (ac-ft)
2/24/2016,14966.25,10361202.6
2/25/2016,15209.1667,10359515.8
2/26/2016,13429.5833,10359515.8
2/27/2016,12628.7917,10361202.6
2/28/2016,14373.7917,10362889.4
2/29/2016,14211.9167,10359515.8
3/1/2016,13117.4167,10355298.8
3/2/2016,14896.0417,10347708.2
3/3/2016,15484.375,10337603.6
3/4/2016,20736,10318246.8
3/5/2016,17214.75,10306464.4
3/6/2016,12499.7917,10309830.8
3/7/2016,18291.625,10293018
3/8/2016,13327.1667,10288818
3/9/2016,17703.875,10275378
3/10/2016,18511.5,10261098
3/11/2016,21503.2917,10246852
3/12/2016,11092.7083,10246014
3/13/2016,10079.3333,10247690
3/14/2016,13807.0417,10243500
3/15/2016,18300.75,10230092
3/16/2016,20808,10212506.8
3/17/2016,20015.4167,10194106
3/18/2016,16834.5417,10184069.2
3/19/2016,12716.5417,10183232.8
3/20/2016,15833.8333,10174874.2
3/21/2016,14017.25,10169032
3/22/2016,14536.0417,10164024.4
3/23/2016,14791.75,10150670.8
3/24/2016,15773.4167,10143994
3/25/2016,17262.7083,10131483
3/26/2016,14906.7917,10125652
3/27/2016,14273.9583,10120654
3/28/2016,16473.6667,10107326
3/29/2016,20827.0417,10089843
3/30/2016,23618.75,10061589
3/31/2016,18737.875,10048301
4/1/2016,18632.9583,10034201.2
4/2/2016,14371.75,10027566
4/3/2016,14239.7083,10024248.4
4/4/2016,19087.2917,10006012.4
4/5/2016,20521.625,9991115.6
4/6/2016,19654.9583,9970425.6
4/7/2016,17463.375,9959686
4/8/2016,18074.8333,9947296
4/9/2016,17294.4167,9939862
4/10/2016,17264.125,9934906
4/11/2016,19817.7917,9922528.6
4/12/2016,17175.0417,9913462.4
4/13/2016,17992.3333,9898626.8
4/14/2016,18702.5,9885442.8
4/15/2016,13841.5417,9876394.2
4/16/2016,15421.4167,9870636
4/17/2016,16027.5417,9864055.2
4/18/2016,17649.4583,9851716.2
4/19/2016,20080.9583,9832004.4
4/20/2016,19946.375,9813126
4/21/2016,20800.375,9795087.6
4/22/2016,16276.4167,9777884.4
4/23/2016,13925.5417,9780342
4/24/2016,14976.2917,9770511.6
4/25/2016,16801.875,9762323.2
4/26/2016,16615.2917,9750062.2
4/27/2016,19681.1667,9732896.8
4/28/2016,22687.5,9715745.8
4/29/2016,20305.4167,9702693
4/30/2016,16789.25,9692903.4
5/1/2016,13139.5833,9690456
5/2/2016,19889.875,9674158
5/3/2016,16234.2083,9664390
5/4/2016,15514.1667,9656250
5/5/2016,15356.875,9647296
5/6/2016,16433.75,9636724.8
5/7/2016,9865.5,9641598
5/8/2016,9668.41667,9645668
5/9/2016,14837.1667,9639973.6
5/10/2016,17891.9167,9628602.8
5/11/2016,17074.125,9616419.8
5/12/2016,13482.9167,9612358.8
5/13/2016,14085.4167,9607485.6
5/14/2016,14055.1667,9601800.2
5/15/2016,12453.4167,9597744.8
5/16/2016,14911.25,9596934
5/17/2016,15703.2917,9586393.6
5/18/2016,15344.25,9575042.4
5/19/2016,18095.5417,9562069.6
5/20/2016,16678.7917,9548316
5/21/2016,11496.4583,9545889.6
5/22/2016,9817.08333,9549933.6
5/23/2016,14089.9167,9542654.4
5/24/2016,15068.9583,9533757.6
5/25/2016,14702.3333,9522434.4
5/26/2016,12859.875,9523243.2
5/27/2016,13531.7917,9519200.8
5/28/2016,12306.6667,9518393.6
5/29/2016,11959.8333,9518393.6
5/30/2016,12771.5,9515164.8
5/31/2016,17704.7917,9503864
6/1/2016,15088.75,9490141.6
6/2/2016,21045.4167,9469175.2
6/3/2016,16613.8333,9462730.4
6/4/2016,16150.9583,9455480
6/5/2016,12391.375,9459508
6/6/2016,14613.2917,9455480
6/7/2016,13500.0833,9451452
6/8/2016,15401.3333,9445007.2
6/9/2016,16997.375,9434545.2
6/10/2016,16589.0833,9427311
6/11/2016,16435.25,9422488.2
6/12/2016,14553.25,9418469.2
6/13/2016,13454.1667,9415254
6/14/2016,12583,9415254
6/15/2016,13104.3333,9411235
6/16/2016,15139.125,9407216
6/17/2016,16941.4583,9399981.8
6/18/2016,13191.5,9398375.8
6/19/2016,15315.625,9398375.8
6/20/2016,19000.0417,9387145
6/21/2016,15010.0417,9378320.8
6/22/2016,16093.4583,9372705.4
6/23/2016,15518.7083,9367090
6/24/2016,15741.6667,9361474.6
6/25/2016,13848.4167,9360672.4
6/26/2016,13517.7917,9359870.2
6/27/2016,17655.75,9350263.6
6/28/2016,14492.7917,9345461.2
6/29/2016,19612.7083,9341459.2
6/30/2016,14202.3333,9330253.6
7/1/2016,16747.8333,9327852.4
7/2/2016,9635.625,9343060
7/3/2016,8738.66667,9351864.4
7/4/2016,9186.875,9363881.2
7/5/2016,11125.5,9367892.2
7/6/2016,13426.4583,9365485.6
7/7/2016,14642.9583,9360672.4
7/8/2016,21912.5417,9350263.6
7/9/2016,18251.25,9342259.6
7/10/2016,16537.75,9342259.6
7/11/2016,11422.9167,9349463.2
7/12/2016,11339.7917,9353465.2
7/13/2016,12858.7083,9356666.8
7/14/2016,16249.7083,9355866.4
7/15/2016,14479.5833,9358267.6
7/16/2016,11023.5833,9366287.8
7/17/2016,10265.7917,9375112
7/18/2016,13928.5833,9376716.4
7/19/2016,12201.3333,9378320.8
7/20/2016,16409.125,9378320.8
7/21/2016,19990.6667,9367090
7/22/2016,15626.0417,9366287.8
7/23/2016,15700.1667,9367090
7/24/2016,12210,9375112
7/25/2016,16274.5833,9372705.4
7/26/2016,15305.5,9370298.8
7/27/2016,14574,9370298.8
7/28/2016,15032.6667,9372705.4
7/29/2016,11630.0833,9381529.6
7/30/2016,6667.70833,9400785.6
7/31/2016,5600.25,9419273
8/1/2016,12363.7083,9421684.4
8/2/2016,10945.4167,9425703.4
8/3/2016,11568.125,9430526.2
8/4/2016,11698.2083,9441784.8
8/5/2016,9743.625,9456285.6
8/6/2016,11619,9462730.4
8/7/2016,11418.375,9469980.8
8/8/2016,9534.875,9482876.8
8/9/2016,9646.20833,9487720
8/10/2016,12110,9490141.6
8/11/2016,12491.7917,9498213.6
8/12/2016,13252,9503056.8
8/13/2016,10982.8333,9513550.4
8/14/2016,12921.2083,9516779.2
8/15/2016,12984.7917,9516779.2
8/16/2016,8945.875,9528096
8/17/2016,13081.5,9526478.4
8/18/2016,14775.7083,9527287.2
8/19/2016,10877.2917,9532140
8/20/2016,9154.08333,9540228
8/21/2016,8431.75,9555595.2
8/22/2016,10336.0417,9570177.6
8/23/2016,11809.6667,9569366.8
8/24/2016,14421.6667,9566934.4
8/25/2016,15396.25,9566123.6
8/26/2016,10778.6667,9575042.4
8/27/2016,8877.41667,9586393.6
8/28/2016,8351.04167,9600988
8/29/2016,11102.8333,9607485.6
8/30/2016,14347.5,9605861.2
8/31/2016,9345.16667,9614795.4
9/1/2016,15120.4167,9616419.8
9/2/2016,12796.25,9617232
9/3/2016,10510.2917,9622105.2
9/4/2016,9468.29167,9623729.6
9/5/2016,10768.5417,9625354
9/6/2016,16632.9583,9615607.6
9/7/2016,13665.9583,9609922.2
9/8/2016,13400.2083,9604236.8
9/9/2016,17499.0833,9592880
9/10/2016,13126,9589636.8
9/11/2016,8066.25,9594501.6
9/12/2016,12424.1667,9594501.6
9/13/2016,10223.4583,9595312.4
9/14/2016,11818.7083,9590447.6
9/15/2016,13698.25,9586393.6
9/16/2016,14923.8333,9580718
9/17/2016,10046.9583,9584772
9/18/2016,10568.375,9587204.4
9/19/2016,13808.1667,9583150.4
9/20/2016,15522.75,9577474.8
9/21/2016,18670.4167,9561258.8
9/22/2016,10710.9167,9564502
9/23/2016,8303.625,9572610
9/24/2016,11087.125,9577474.8
9/25/2016,8730.25,9583961.2
9/26/2016,8679.625,9592069.2
9/27/2016,7439.875,9598555.6
9/28/2016,8749.375,9604236.8
9/29/2016,8875.91667,9613983.2
9/30/2016,8824.875,9619668.6
10/1/2016,10063.625,9622105.2
10/2/2016,7015.54167,9630227.2
10/3/2016,6924.25,9639161.4
10/4/2016,6325.25,9645668
10/5/2016,7749.95833,9648110
10/6/2016,11067.9583,9645668
10/7/2016,9670.95833,9647296
10/8/2016,9686.54167,9647296
10/9/2016,8870.70833,9648924
10/10/2016,10395.875,9645668
10/11/2016,8134.75,9648924
10/12/2016,6984.79167,9652994
10/13/2016,8006.66667,9656250
10/14/2016,8826.5,9657064
10/15/2016,6583.54167,9660320
10/16/2016,4373.75,9668460
10/17/2016,7420.83333,9674158
10/18/2016,7975.375,9677414
10/19/2016,12156.5,9672530
10/20/2016,10692.7917,9666018
10/21/2016,10791.1667,9664390
10/22/2016,6942.20833,9671716
10/23/2016,6192.75,9679042
10/24/2016,9105.29167,9683929.6
10/25/2016,10992.9583,9683929.6
10/26/2016,9972.375,9683113.8
10/27/2016,10550.625,9683113.8
10/28/2016,7616.95833,9687192.8
10/29/2016,7069,9694535
10/30/2016,5894.33333,9701061.4
10/31/2016,6889.04167,9710035.2
11/1/2016,9429.54167,9709219.4
11/2/2016,9867.5,9707587.8
11/3/2016,9830.20833,9705956.2
11/4/2016,9786.41667,9705140.4
11/5/2016,11626.5833,9700245.6
11/6/2016,10286,9699429.8
11/7/2016,9425.375,9696166.6
11/8/2016,13041.2917,9686377
11/9/2016,12759.9583,9706772
11/10/2016,14154.5,9751697
11/11/2016,14299.7083,9795087.6
11/12/2016,11716.3333,9845958
11/13/2016,9199.08333,9887088
11/14/2016,8881.375,9896978.4
11/15/2016,9689.08333,9896978.4
11/16/2016,13708.3333,9888736.4
11/17/2016,12079.8333,9875571.6
11/18/2016,14546.2083,9864877.8
11/19/2016,15114.4583,9853361.4
11/20/2016,14924.2917,9839391.6
11/21/2016,13009.0417,9832004.4
11/22/2016,13819.7917,9823796.4
11/23/2016,11968.9167,9818871.6
11/24/2016,13005.4167,9807380.4
11/25/2016,13761.7917,9800002.8
11/26/2016,14345.5833,9782799.6
11/27/2016,12527.5417,9776246
11/28/2016,14304.6667,9766415.6
11/29/2016,19510.7083,9745157.8
11/30/2016,18245.25,9727175
12/1/2016,10172.0417,9723905.4
12/2/2016,8240.58333,9720640.6
12/3/2016,10670.1667,9719009
12/4/2016,11490.9167,9723905.4
12/5/2016,9998.70833,9729627.2
12/6/2016,8372.125,9736166.4
12/7/2016,10179.5417,9744340.4
12/8/2016,10574.9583,9750879.6
12/9/2016,8413.45833,9763958
12/10/2016,7855.91667,9780342
12/11/2016,5910.875,9797545.2
12/12/2016,7578.08333,9813126
12/13/2016,6670.625,9827900.4
12/14/2016,8328.33333,9840212.4
12/15/2016,9029.625,9847603.2
12/16/2016,7097.20833,9863232.6
12/17/2016,10037.625,9873103.8
12/18/2016,9277.16667,9882152.4
12/19/2016,7232.75,9896978.4
12/20/2016,8029.33333,9908517.2
12/21/2016,11139.5417,9912638.2
12/22/2016,10068.6667,9929950
12/23/2016,11106.3333,9940688
12/24/2016,10930.875,9955556
12/25/2016,11480.3333,9965468
12/26/2016,8214.33333,9982839.6
12/27/2016,7374.41667,9997736.4
12/28/2016,6555.29167,10015954.4
12/29/2016,6605.54167,10036689.4
12/30/2016,8686.91667,10056603
12/31/2016,6062.08333,10079040
1/1/2017,9043.29167,10093167
1/2/2017,10782.7083,10100662
1/3/2017,16470.125,10098163
1/4/2017,10615.2917,10100662
1/5/2017,9914.91667,10112324
1/6/2017,10074.25,10123986
1/7/2017,9299.33333,10140655.6
1/8/2017,7140.5,10157347.6
1/9/2017,9574.5,10165693.6
1/10/2017,9711.79167,10174039.6
1/11/2017,11985.6667,10179050.8
1/12/2017,11689.0417,10187414.8
1/13/2017,7461.54167,10205815.6
1/14/2017,8053.08333,10222550
1/15/2017,7659.33333,10240986
1/16/2017,6824.95833,10256070
1/17/2017,7592.20833,10268658
1/18/2017,6859.83333,10282098
1/19/2017,7780.66667,10298898
1/20/2017,9159.16667,10311514
1/21/2017,6664.45833,10333395.6
1/22/2017,6880.375,10349395
1/23/2017,5796.875,10370480
1/24/2017,6140.70833,10389883.6
1/25/2017,6300.625,10406787.6
1/26/2017,8363.04167,10422001.2
1/27/2017,5994.125,10440616.4
1/28/2017,4176.95833,10463480
1/29/2017,4016.20833,10485528.8
1/30/2017,5085.95833,10503353.6
1/31/2017,4848.58333,10521191.2
2/1/2017,9539.33333,10531396
2/2/2017,11026.5417,10538199.2
2/3/2017,9245.41667,10546703.2
2/4/2017,6706.91667,10562021.2
2/5/2017,8092.83333,10573952
2/6/2017,10110.0417,10579065.2
2/7/2017,10126.2083,10584178.4
2/8/2017,10068.625,10590996
2/9/2017,9548.875,10599518
2/10/2017,10881.375,10603788
2/11/2017,7441.625,10620014
2/12/2017,6743.33333,10638802
2/13/2017,7387.54167,10651629.6
2/14/2017,6843.125,10667030.4
2/15/2017,7433.95833,10680720
2/16/2017,7718.66667,10695286.8
2/17/2017,8518.95833,10713292.2
2/18/2017,10088.875,10725295.8
2/19/2017,8896.125,10738178.4
2/20/2017,10331.4583,10747629.6
2/21/2017,6851.58333,10763954.4
2/22/2017,7011.95833,10780299
2/23/2017,8460.41667,10785465
2/24/2017,10675.25,10795797
2/25/2017,11353.875,10801824
2/26/2017,9776.75,10810434
2/27/2017,7576.5,10825091.8
2/28/2017,7443.95833,10838030.8
3/1/2017,16796.875,10825954.4
3/2/2017,15258.5833,10819053.6
3/3/2017,16472.5833,10811295
3/4/2017,11703.7917,10810434
3/5/2017,11817.1667,10810434
3/6/2017,14783.7083,10807851
3/7/2017,18210,10794936
3/8/2017,15540.4167,10788909
3/9/2017,15932.125,10784604
3/10/2017,13689.0833,10779438
3/11/2017,10943,10783743
3/12/2017,9130.41667,10791492
3/13/2017,16674.3333,10784604
3/14/2017,19028.7917,10769968.8
3/15/2017,17003.5833,10756221.6
3/16/2017,16666.75,10752784.8
3/17/2017,15292.875,10749348
3/18/2017,14761.8333,10746770.4
3/19/2017,14686.9167,10745052
3/20/2017,16951.625,10738178.4
3/21/2017,14484.1667,10733023.2
3/22/2017,15046.7917,10726153.2
3/23/2017,13893.875,10732164
3/24/2017,13739.0833,10727010.6
3/25/2017,11585.7083,10733882.4
3/26/2017,10326.2917,10739037.6
3/27/2017,15631.7083,10733882.4
3/28/2017,14260.4167,10728727.2
3/29/2017,15412.3333,10722723.6
3/30/2017,16417.1667,10709005.2
3/31/2017,17266.2083,10707290.4
4/1/2017,12877.375,10707290.4
4/2/2017,11965.4583,10710720
4/3/2017,17240.4583,10700431.2
4/4/2017,17846,10686712.8
4/5/2017,21625.2917,10667030.4
4/6/2017,20332.5833,10649918.4
4/7/2017,20858.4167,10629408
4/8/2017,16385.4583,10619160
4/9/2017,12415.0833,10615744
4/10/2017,16491.8333,10606350
4/11/2017,18167.25,10590143.8
4/12/2017,14809.9583,10579065.2
4/13/2017,15049.9167,10568838.8
4/14/2017,16429.2917,10562873.4
4/15/2017,15681.5833,10556908
4/16/2017,13456.7083,10552656
4/17/2017,19214.25,10537348.8
4/18/2017,17374.625,10527994.4
4/19/2017,15442.1667,10513539.2
4/20/2017,14062.1667,10510144
4/21/2017,16301.25,10502504.8
4/22/2017,14139.75,10496563.2
4/23/2017,11567.0417,10494016.8
4/24/2017,14563.7917,10488075.2
4/25/2017,17328.125,10477040.8
4/26/2017,18674.2917,10456705.6
4/27/2017,20532.2083,10438922.8
4/28/2017,18423.7917,10423691.6
4/29/2017,13829.3333,10417775.2
4/30/2017,11396.2083,10420310.8
5/1/2017,18722.2917,10404252
5/2/2017,13622.5417,10397490.4
5/3/2017,16658.7083,10385661.2
5/4/2017,12671.75,10379757.4
5/5/2017,11973.8333,10375540.4
5/6/2017,11992.6667,10373853.6
5/7/2017,11031.625,10374697
5/8/2017,17039.3333,10364576.2
5/9/2017,18987.8333,10346864.8
5/10/2017,13123.4583,10336762
5/11/2017,20904.3333,10319930
5/12/2017,13930.625,10309830.8
5/13/2017,12899.125,10305622.8
5/14/2017,11305.4583,10305622.8
5/15/2017,13128.4167,10300578
5/16/2017,14739.7083,10293018
5/17/2017,12856.1667,10286298
5/18/2017,17935.2917,10267818
5/19/2017,19229.5833,10254394
5/20/2017,14266.4167,10246852
5/21/2017,9783.79167,10251042
5/22/2017,16677.375,10239310
5/23/2017,15247.9583,10226740
5/24/2017,15724.9583,10211670.4
5/25/2017,13895.2083,10205815.6
5/26/2017,13733.5417,10195778.8
5/27/2017,13000,10194942.4
5/28/2017,12643.9583,10191596.8
5/29/2017,13453.3333,10186578.4
5/30/2017,19916.625,10165693.6
5/31/2017,20976.2917,10140655.6
6/1/2017,15406.25,10127318
6/2/2017,14882.9583,10118988
6/3/2017,12668.25,10114823
6/4/2017,11108.25,10118988
6/5/2017,14553.25,10115656
6/6/2017,13931.0833,10108992
6/7/2017,15302.0417,10100662
6/8/2017,12694.4167,10096497
6/9/2017,13344.375,10092336
6/10/2017,11339.2083,10094831
6/11/2017,9677.95833,10093998
6/12/2017,11518.75,10096497
6/13/2017,13354.2917,10094831
6/14/2017,14444.4167,10089012
6/15/2017,14895.0417,10083195
6/16/2017,16880.5417,10075716
6/17/2017,13029.6667,10073223
6/18/2017,14107.125,10074054
6/19/2017,19702.875,10061589
6/20/2017,17762.875,10046642.2
6/21/2017,16905.75,10034201.2
6/22/2017,16889.125,10025077.8
6/23/2017,15388.0833,10020930.8
6/24/2017,14318.4167,10015954.4
6/25/2017,12579.9167,10013466.2
6/26/2017,15962.9583,10005184.8
6/27/2017,15060.9167,9996081.2
6/28/2017,15805.125,9986150
6/29/2017,15776.4167,9978701.6
6/30/2017,16528.6667,9971253.2
7/1/2017,10417.6667,9973736
7/2/2017,10281.4167,9977046.4
7/3/2017,13237.875,9976218.8
7/4/2017,11832.2083,9977046.4
7/5/2017,16938.5417,9967120
7/6/2017,16071.875,9962164
7/7/2017,16325.375,9960512
7/8/2017,12920.7083,9958860
7/9/2017,10015.2917,9962990
7/10/2017,16103.5417,9958860
7/11/2017,12508.375,9962990
7/12/2017,14702,9959686
7/13/2017,16284,9952252
7/14/2017,13005,9952252
7/15/2017,14165.5833,9949774
7/16/2017,13691.5833,9955556
7/17/2017,17712.4167,9942340
7/18/2017,12731.6667,9943992
7/19/2017,13374,9942340
7/20/2017,13587.7917,9943992
7/21/2017,14180.25,9942340
7/22/2017,15090.25,9942340
7/23/2017,14787.6667,9939036
7/24/2017,18605.2083,9929124
7/25/2017,17610.625,9937384
7/26/2017,15612.5417,9935732
7/27/2017,13815.0833,9938210
7/28/2017,13999.25,9938210
7/29/2017,11998.5833,9943166
7/30/2017,14025.9167,9943166
7/31/2017,20533.2917,9930776
8/1/2017,17173.4167,9924177
8/2/2017,14311.7917,9921704.4
8/3/2017,14226.5,9924177
8/4/2017,8343.95833,9939862
8/5/2017,7180.29167,9961338
8/6/2017,8454.33333,9974563.6
8/7/2017,9626.08333,9982012
8/8/2017,12842.1667,9982839.6
8/9/2017,13657.9167,9983667.2
8/10/2017,13257.125,9984494.8
8/11/2017,10092.9167,9993598.4
8/12/2017,8556.25,10006012.4
8/13/2017,8477.08333,10017613.2
8/14/2017,8510.79167,10026736.6
8/15/2017,10495.1667,10032542.4
8/16/2017,11628.5833,10035030.6
8/17/2017,12518.4167,10039177.6
8/18/2017,12321.3333,10043324.6
8/19/2017,8827.5,10056603
8/20/2017,8646.45833,10067406
8/21/2017,10905.1667,10075716
8/22/2017,11083.625,10080702
8/23/2017,11257.0833,10079871
8/24/2017,12251.7917,10092336
8/25/2017,15053.5,10093998
8/26/2017,9560.45833,10104827
8/27/2017,7904.79167,10118155
8/28/2017,13722.5417,10119821
8/29/2017,13450.1667,10121487
8/30/2017,10463.5,10119821
8/31/2017,9678.04167,10130650
9/1/2017,12186.75,10138986.4
9/2/2017,11514.125,10143159.4
9/3/2017,13191.5,10143994
9/4/2017,9729.95833,10146497.8
9/5/2017,14140.2917,10140655.6
9/6/2017,12364.75,10135648
9/7/2017,13076.0417,10128151
9/8/2017,9801.41667,10133149
9/9/2017,10200.2083,10138986.4
9/10/2017,12776.625,10133149
9/11/2017,14821.4583,10128151
9/12/2017,11094.25,10125652
9/13/2017,10443.3333,10123153
9/14/2017,11833.7917,10119821
9/15/2017,8985.20833,10123986
9/16/2017,8465.5,10130650
9/17/2017,9564.04167,10133982
9/18/2017,9365,10138986.4
9/19/2017,7486.875,10138151.8
9/20/2017,8248.125,10138151.8
9/21/2017,7872.625,10140655.6
9/22/2017,8215.33333,10147332.4
9/23/2017,6176.04167,10153174.6
9/24/2017,7696.08333,10160686
9/25/2017,8317.70833,10164859
9/26/2017,9015.95833,10165693.6
9/27/2017,9285.20833,10166528.2
9/28/2017,9615.95833,10169032
9/29/2017,10061.1667,10172370.4
9/30/2017,6725.08333,10181560
10/1/2017,7996.58333,10189924
10/2/2017,10420.125,10190760.4
10/3/2017,10002.3333,10184905.6
10/4/2017,10802.7083,10182396.4
10/5/2017,9954.25,10181560
10/6/2017,8273.375,10184905.6
10/7/2017,5588.25,10195778.8
10/8/2017,4257.70833,10209997.6
10/9/2017,8103.45833,10209997.6
10/10/2017,10161.9167,10205815.6
10/11/2017,10028.8333,10202470
10/12/2017,11684.9583,10200797.2
10/13/2017,11540.9167,10199124.4
10/14/2017,10208.4167,10201633.6
10/15/2017,9108.83333,10203306.4
10/16/2017,11985.0417,10200797.2
10/17/2017,11708.1667,10195778.8
10/18/2017,11672.5,10190760.4
10/19/2017,9674.69565,10191596.8
10/20/2017,8894.45833,10194942.4
10/21/2017,8603.16667,10196615.2
10/22/2017,8531.5,10202470
10/23/2017,11385,10199960.8
10/24/2017,10905.0417,10195778.8
10/25/2017,9963.29167,10194106
10/26/2017,11395.2083,10194106
10/27/2017,10339,10194106
10/28/2017,8913.625,10197451.6
10/29/2017,8028.375,10205815.6
10/30/2017,10829.0833,10204979.2
10/31/2017,9574.75,10202470
11/1/2017,12467.5,10199960.8
11/2/2017,13262.4583,10194106
11/3/2017,15691.125,10181560
11/4/2017,12471.5833,10177378
11/5/2017,11296.4167,10174874.2
11/6/2017,13622.5833,10171535.8
11/7/2017,13378.5,10165693.6
11/8/2017,14876.875,10154843.8
11/9/2017,13638.5417,10149836.2
11/10/2017,12463.0833,10147332.4
11/11/2017,11619.4167,10146497.8
11/12/2017,10636.375,10145663.2
11/13/2017,12213.375,10143159.4
11/14/2017,12833.0417,10133982
11/15/2017,13119.4583,10127318
11/16/2017,14719.125,10117322
11/17/2017,11975.4583,10117322
11/18/2017,10049,10114823
11/19/2017,10466.5,10115656
11/20/2017,12885.5417,10112324
11/21/2017,11935.625,10108992
11/22/2017,11988.125,10101495
11/23/2017,10877.375,10104827
11/24/2017,11819.125,10105660
11/25/2017,11235.2917,10104827
11/26/2017,9610.33333,10103161
11/27/2017,11587.75,10101495
11/28/2017,12447.2917,10096497
11/29/2017,11981.5833,10091505
11/30/2017,11551.5,10089843
12/1/2017,10050.0417,10090674
12/2/2017,7771.20833,10099829
12/3/2017,6972.625,10108159
12/4/2017,9685.04167,10108992
12/5/2017,10170.5417,10109825
12/6/2017,10201.875,10113157
12/7/2017,11235.8333,10109825
12/8/2017,10765.5,10113157
12/9/2017,8854.70833,10119821
12/10/2017,8321.79167,10128984
12/11/2017,9575.16667,10134815
12/12/2017,10182.125,10137317.2
12/13/2017,9997.04167,10141490.2
12/14/2017,9894.25,10143994
12/15/2017,8876.33333,10151505.4
12/16/2017,8661.58333,10159016.8
12/17/2017,8513.95833,10165693.6
12/18/2017,11300.375,10166528.2
12/19/2017,9920.58333,10170701.2
12/20/2017,10798.2083,10168197.4
12/21/2017,12730.75,10169032
12/22/2017,11160.75,10169866.6
12/23/2017,7593.29167,10178214.4
12/24/2017,7710.25,10189087.6
12/25/2017,7162.58333,10199124.4
12/26/2017,9756.16667,10204142.8
12/27/2017,10639.4583,10205815.6
12/28/2017,10259.3333,10208324.8
12/29/2017,11665.4167,10209161.2
12/30/2017,10378.7083,10214179.6
12/31/2017,8805.33333,10220874
1/1/2018,10245.6667,10225902
1/2/2018,10118.75,10229254
1/3/2018,11389.0833,10229254
1/4/2018,9713.66667,10237634
1/5/2018,8726.54167,10247690
1/6/2018,7705.66667,10262778
1/7/2018,8163,10277058
1/8/2018,6913.66667,10287978
1/9/2018,7040.66667,10311514
1/10/2018,6412.95833,10327504.4
1/11/2018,5791.33333,10346864.8
1/12/2018,6054.41667,10362889.4
1/13/2018,5049.16667,10383131
1/14/2018,6158.83333,10400026
1/15/2018,6881.95833,10416084.8
1/16/2018,7835.79167,10424536.8
1/17/2018,7836.20833,10438076
1/18/2018,7044.20833,10453318.4
1/19/2018,6607.625,10468560.8
1/20/2018,5404.125,10486377.6
1/21/2018,5025.95833,10505051.2
1/22/2018,7348.625,10517789.6
1/23/2018,6911.16667,10532246.4
1/24/2018,6705.375,10545002.4
1/25/2018,7506.95833,10555207.2
1/26/2018,6434.04167,10573952
1/27/2018,5683.5,10592700.4
1/28/2018,5835.70833,10610620
1/29/2018,8097.83333,10621722
1/30/2018,7253.45833,10632824
1/31/2018,8644.91667,10642218
2/1/2018,12125.1667,10647351.6
2/2/2018,12812.4167,10649918.4
2/3/2018,13377.5417,10655052
2/4/2018,12733.6667,10655052
2/5/2018,12564.2917,10657618.8
2/6/2018,12088.9167,10658474.4
2/7/2018,13610.9167,10658474.4
2/8/2018,15113.9167,10655907.6
2/9/2018,13581.4167,10654196.4
2/10/2018,10272.8333,10664463.6
2/11/2018,10816.375,10664463.6
2/12/2018,12567.7917,10672164
2/13/2018,13019.125,10667886
2/14/2018,13777.25,10671308.4
2/15/2018,13651.4167,10673019.6
2/16/2018,12664.7083,10673875.2
2/17/2018,10587.5,10679008.8
2/18/2018,11134.0833,10678153.2
2/19/2018,12052,10683286.8
2/20/2018,12120.2083,10688427.6
2/21/2018,14108.0833,10685855.4
2/22/2018,13443.5833,10684998
2/23/2018,12161,10687570.2
2/24/2018,10226.0417,10691857.2
2/25/2018,9815.04167,10701288.6
2/26/2018,10941.7917,10703860.8
2/27/2018,11418.9167,10708147.8
2/28/2018,13501.5833,10703003.4
3/1/2018,15861.0417,10697001.6
3/2/2018,14173.25,10697001.6
3/3/2018,12376.2083,10695286.8
3/4/2018,11821.6667,10700431.2
3/5/2018,14105.0417,10697001.6
3/6/2018,13175.375,10696144.2
3/7/2018,13319.5417,10694429.4
3/8/2018,13048.875,10693572
3/9/2018,12550.6667,10697859
3/10/2018,11100.7083,10704718.2
3/11/2018,11466.375,10712434.8
3/12/2018,14765.0417,10709862.6
3/13/2018,13883.1667,10706433
3/14/2018,15710.875,10699573.8
3/15/2018,16601.75,10697859
3/16/2018,15592.9167,10688427.6
3/17/2018,12615.3333,10695286.8
3/18/2018,13315.625,10692714.6
3/19/2018,14403.5833,10691857.2
3/20/2018,14168.0833,10686712.8
3/21/2018,13295.8333,10687570.2
3/22/2018,14483.8333,10684998
3/23/2018,14446.8333,10686712.8
3/24/2018,13121.5,10687570.2
3/25/2018,8491.75,10698716.4
3/26/2018,12655.5833,10699573.8
3/27/2018,14191.2917,10696144.2
3/28/2018,13820.25,10693572
3/29/2018,14793.7917,10691857.2
3/30/2018,14071.75,10691857.2
3/31/2018,12574.5,10694429.4
4/1/2018,12859.7917,10695286.8
4/2/2018,15808.2083,10689285
4/3/2018,18602.7917,10678153.2
4/4/2018,20420.75,10660185.6
4/5/2018,19199.1667,10645640.4
4/6/2018,18696.0417,10631970
4/7/2018,15745.125,10623430
4/8/2018,13817.2083,10622576
4/9/2018,16817.4167,10611474
4/10/2018,17515.3333,10601226
4/11/2018,18059.3333,10585030.6
4/12/2018,17684.125,10573099.8
4/13/2018,18083.9167,10560316.8
4/14/2018,16111.625,10552656
4/15/2018,12635.4583,10551805.6
4/16/2018,16738.2917,10533096.8
4/17/2018,17701.2917,10525443.2
4/18/2018,17171.0833,10513539.2
4/19/2018,18245.7917,10500807.2
